"ap < 01:00"|"nearly one o’clock"|"It’s nearly one o’clock and clear skies outside over the Saronian Gulf. We’ve just completed the quite dramatic navigational feat of the passage of the Corinth Canal – a man-made gorge it took us an hour to pass through."|"Travelling to Work"|"Michael Palin"
"ap 10:30"|10.30|"For a moment in my dressing room I experience a sinking feeling that I am not going to be able to pull off the trick again, but the energy returns, the moment passes and, though the first half has some less successful moments, it is 80 minutes long and I never noticed. Cracking second half and back to dressing room at 10.30, elated and very damp. Glorious moment of relief spreads on into the evening and if I could only bottle this blissful state I’d sip a little each day of my life."|"Travelling to Work"|"Michael Palin"
"ap 10:30"|"half past ten"|"Long drive on a conveyor belt of vehicles west to New York, down into the Midtown tunnel and back into an icy-cold city at half past ten."|"Travelling to Work"|"Michael Palin"
"ap 05:00"|"five o’clock"|"Friday, December 15th: Los Angeles
It’s five o’clock. I’m writing in the Ambassador Lounge at LAX.
The 80 Days juggernaut continues to roll. Helen told me yesterday that a further reprint of 15,000 has been authorised, reaching the 200,000 mark, and the Royal Family has ordered a set of tapes for the holiday! And the BBC are to repeat Ripping Yarns in January after 12 years of prevarication."|"Travelling to Work"|"Michael Palin"
06:45|"quarter to seven in the morning"|"I hear the alarm go. It’s a quarter to seven in the morning. Still dark of course, but the near, military-moustachioed Crap manager (sorry, I can’t resist a bit of that) has advised us to be up the slopes early and to come down early to avoid crowds of day-trippers desperately seeking snow."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|"eight o’clock"|"I curl up in bed, really feeling rotten, and hear Helen moving around trying to organise all the rest of our party and then deciding she’s perhaps started too early. At eight o’clock the bedroom door bangs shut for the last time, the noise of our army on the march recedes and I drift off in and out of sleep until after eleven o’clock."|"Travelling to Work"|"Michael Palin"
"ap > 11:00"|"after eleven o’clock"|"I curl up in bed, really feeling rotten, and hear Helen moving around trying to organise all the rest of our party and then deciding she’s perhaps started too early. At eight o’clock the bedroom door bangs shut for the last time, the noise of our army on the march recedes and I drift off in and out of sleep until after eleven o’clock."|"Travelling to Work"|"Michael Palin"
12:00|midday|"Swissair and the hotel extremely helpful and efficient in reorganising my schedule to catch the midday flight from Zurich tomorrow. Walk up the road to the Cantonal Bank to cash traveller’s cheques. The last of the sun has turned the snowless rock face behind the town a golden brown and I feel suddenly quite sad. Sad for my mother, sad to leave Flims and the good times we’ve had here, sad that things have to come to an end."|"Travelling to Work"|"Michael Palin"
"ap > 05:00"|"after five o’clock"|"Arrive soon after five o’clock and go straight to Kay K’s. ‘I’m sorry you have to see your mother in this state,’ Kay keeps repeating, not particularly helpfully. Yesterday morning she had thought her so weak and ill that she feared she wouldn’t last until I got back. The current BUPA help is criticised – for smoking, for having a radio with headphones in her room at night and generally ignoring my mother. Dr Hopkins is felt to be another villain of the piece and K suggests I transfer my mother to another, more sympathetic practice."|"Travelling to Work"|"Michael Palin"
"ap 09:30"|9.30|"Am at Sunset House by 9.30. Ma not so good. She can only move now when supported and the question-mark shape of her body is sharply pronounced. The strain on her spine from her bowed back must be considerable. She seems very drowsy and again I notice the slurring of the speech."|"Travelling to Work"|"Michael Palin"
"ap 07:30"|7.30|"I sort out some of her papers and write letters to a number of people who have written to her over the last few months. Time passes slowly in this hot little flat for, whilst Ma can do very little for herself, she dominates the room and one can never relax. She groans, sighs and readjusts her position, then tugs at her dress again. But we get through and by early evening she’s more relaxed than I’ve seen her all day. At 7.30 a big, jolly nurse called Chris arrives, who will look after her for the night."|"Travelling to Work"|"Michael Palin"
"ap ~ 08:15"|"about 8.15"|"I leave her about 8.15. Outside the rain is blowing about inhospitably. Dudley, the manager at the Swan, has asked me to dine with him and his fiancée, but I haven’t the energy. The day with its constant minute attendance to the fine detail of keeping my Ma interested in life has exhausted me as much as a day on the slopes."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|"six o’clock"|"There is a note on the table from last night’s nurse. ‘Your mother had a really good night. She slept through until six o’clock.’ Ma is upstairs. The note has raised my hopes, but her appearance is a shock. She looks tired and moves with difficulty. A new face – Sarah, young and spiky blonde hair – is guiding her."|"Travelling to Work"|"Michael Palin"
"ap 07:45"|"quarter to eight"|"The nurse Anna who arrives at a quarter to eight is slim, soft-spoken and immediately sympathetic. I show her around upstairs and then we sit and talk for a while until Ma dismisses me. She knows I’m staying till tomorrow and is much buoyed by that and she bustles Anna to the stairs and mounts the chairlift, which she controls herself with considerable assurance."|"Travelling to Work"|"Michael Palin"
"ap 11:00"|eleven|"At eleven I leave them to turn Mother onto her right side. Sit downstairs. Thumb through the Mail on Sunday – surprised to find a thorough condemnation of the parsimony and unfairness of the government’s educational policy."|"Travelling to Work"|"Michael Palin"
23:04|"11.04 p.m."|"The rest is practical. The clearing-up. Doctor comes to ascertain time and cause of death: 11.04 p.m. Cerebral thrombosis. The undertaker arrives softly with a friend and a van and asks if we would clear the house whilst the body is removed. Kay, Anna and I walk in the darkness, eased occasionally by a moon scudding between the clouds, down towards Lorne Road, talking between us about the exquisite timing of my mother’s death – and how good it was that she had probably been driven to her death by elation rather than fear or agitation. Of course only Anna knows that – and I trust her and it makes her somehow special, this girl who walked into our lives four hours ago and has seen so much."|"Travelling to Work"|"Michael Palin"
"ap 01:10"|"ten past one"|"Kay goes home. I shut off the lights and lock the door. I’m at the Swan at ten past one. The Irish night porter says he’ll say a prayer for me."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|eight|"Wash, dress, pack and make my way over to Sunset House in order to head off the new girl who will be arriving to look after Granny at eight."|"Travelling to Work"|"Michael Palin"
"ap 11:45"|11.45|"Back home by 11.45. Feel as if some stuffing knocked out of me tonight. A faint air of hostility."|"Travelling to Work"|"Michael Palin"
"ap ~ 04:00"|"about four"|"Simon A arrives about four and takes me down to the HQ of Campaign for Quality Television – to brief me before the ‘crucial meeting’ with David Mellor on Wednesday evening, into which I’ve been corralled as Rowan Atkinson and John Cleese are both too busy. Not really my cup of tea. I can’t get worked up and indignant about something that I know is being fought for perfectly well by others more qualified than myself. Nor is it like transport – a cause that runs deep."|"Travelling to Work"|"Michael Palin"
"ap 11:00"|eleven|"Mellor, who drank red wine, left at eleven, with much cheerful banter. He thought The Life of Brian the best thing he’d ever seen and requested a tape to be sent to him."|"Travelling to Work"|"Michael Palin"
"ap 01:00"|"one o’clock"|"An orgy of banging and drilling from the next-door room, shortly followed by the screaming roar of low-flying aircraft, makes me feel that this is a sign I should not start on ‘The Adventure’. But I persevere, the noise lessens, and by one o’clock I’ve an opening sequence and some character ideas."|"Travelling to Work"|"Michael Palin"
00:00|midnight|"Never has history moved so fast in so many directions. Momentous and fascinating. But still treated by the media as Heroes and Villains. Current Heroes, Mandela, de Klerk, Gorbachev. Current Villains, Ceauşescu (obscene on every level now), Stalin, of course.
To bed and sleep by midnight. The wind sighs outside, comfortingly.
Thursday, February 8th: Witherslack"|"Travelling to Work"|"Michael Palin"
"ap 09:30"|9.30|"Patrick Cassavetti here at 9.30 to discuss the feasibility of making the film this year in the light of my commitments."|"Travelling to Work"|"Michael Palin"
"ap 10:15"|10.15|"Must visit Southwold today – mainly for diplomatic and social reasons. There isn’t a lot to do at the house. It’s a mild, damp day. Helen and I leave at 10.15 and reach the house in two and a quarter hours. Fierce wind wrenches at the car doors."|"Travelling to Work"|"Michael Palin"
"ap 06:30"|6.30|"Steve calls at 6.30 to relay the wholly predictable news that another deadline on ‘AF’ has passed without resolution. Alan Howden at the BBC met with them this morning, together with his reader and their lawyer, and such good progress was made that Steve feels that only two, very small, hurdles remain, and both should be cleared by tomorrow. Extend the deadline yet again."|"Travelling to Work"|"Michael Palin"
"ap 07:45"|"quarter to eight"|"Slept deeply and it’s a quarter to eight when I wake from pleasant dreams. Gird my loins and set off, via King’s Cross, for Leeds, where I am to do a piece on homelessness for the ITV charity telethon. Carole Tudor, the Yorkshire TV producer, meets me off the train."|"Travelling to Work"|"Michael Palin"
"ap 10:00"|ten|"At ten Connie here, and a little later Tristram. We work through the script. Connie seems more relaxed and at ease with her part, maybe because she knows it’s happening now, and she suggests little line changes which work well and remind me of one reason I wanted her in the first place – because she could write."|"Travelling to Work"|"Michael Palin"
"ap 01:00"|"one o’clock"|"I leave this productive and concentrated morning at one o’clock and drive over to Don Pepe in Frampton Street to meet with Clem V and Mirabel [Brook, Location Manager] re Pole to Pole. He has worked out a schedule which involves four months’ travelling. Suggest a two-week break on the road somewhere, possibly around Luxor or Aswan. Still looks an amazing trip, but the nuclear sub opening beneath the North Pole looks exceedingly problematical and the journey to the South Pole debatable."|"Travelling to Work"|"Michael Palin"
"ap 07:50"|7.50|"Catch the 7.50 Merseyside Pullman and, after a breakfast served in leisurely style over one and a half hours, arrive early in the slime-green canyons that lead into Liverpool Lime Street."|"Travelling to Work"|"Michael Palin"
"ap 08:40"|"twenty to nine"|"I’m downstairs in the long, bright kitchen at twenty to nine. Radio 2’s playing. Bleasdale senior is busy. He smiles, we exchange a greeting and he’s off upstairs."|"Travelling to Work"|"Michael Palin"
"ap 01:30"|1.30|"The evening sort of crumbles, but we’re not away until 1.30. Find ourselves driving back through agreeably empty streets after second night on the trot with a 50-year-old Cambridge satirist!"|"Travelling to Work"|"Michael Palin"
"ap 06:00"|"six o’clock"|"At six o’clock I throw a champagne party for cast, crew, actors and anyone else who can make it. It’s at the school and the investors are out in force – two from Virgin, Ceci and Andy Burchill from BSB, Felicity from the BBC and Relph from British Screen. In the plaster-peeling seediness of an old primary school, the final signatures go down and the picture is financed, almost four years after I first thought of the idea."|"Travelling to Work"|"Michael Palin"
"ap 10:00"|ten|"Picked up at ten and taken to the location at Twickenham. They’re filming in Strawberry Hill, Horace Walpole’s elaborate and delicately decorated Gothic re-creation, now some sort of educational centre."|"Travelling to Work"|"Michael Palin"
"ap 11:00"|"eleven o’clock"|"At eleven o’clock I witness the first take of American Friends. Trini and Connie both looking perfect, wading into the emotionally charged evening before the night-it-all-happens scene, which has been words on the page for so long. Now, today, its realisation on film is work for 50 or 60 people."|"Travelling to Work"|"Michael Palin"
"ap ~ 07:20"|"about seven-twenty"|"Hardly time to register a new month, or look at a paper. Out to Hadley Wood, arriving about seven-twenty. No-one races up with compliments about the rushes so I assume either that they think I don’t need them or that there is nothing to say. Suspect the latter. There was nothing extraordinary about my performance."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|six|"Awake at six. Up at 6.30. Car at seven. On set at 8.30, hair crimped, calves gaitered, body frock-coated to play my half of the tender, moving scene we embarked on yesterday."|"Travelling to Work"|"Michael Palin"
"ap 06:30"|6.30|"Awake at six. Up at 6.30. Car at seven. On set at 8.30, hair crimped, calves gaitered, body frock-coated to play my half of the tender, moving scene we embarked on yesterday."|"Travelling to Work"|"Michael Palin"
"ap 07:00"|seven|"Awake at six. Up at 6.30. Car at seven. On set at 8.30, hair crimped, calves gaitered, body frock-coated to play my half of the tender, moving scene we embarked on yesterday."|"Travelling to Work"|"Michael Palin"
"ap 08:30"|8.30|"Awake at six. Up at 6.30. Car at seven. On set at 8.30, hair crimped, calves gaitered, body frock-coated to play my half of the tender, moving scene we embarked on yesterday."|"Travelling to Work"|"Michael Palin"
"ap 07:00"|"seven o’clock"|"Finish with Trini in the afternoon and begin the scene with Cable, played by Colin Firth’s brother Jonathan. I hadn’t expected the pace to be quite as sustained. Another seven o’clock finish. Ten and a half hours on set."|"Travelling to Work"|"Michael Palin"
"ap 02:50"|"ten to three"|"Leave for Oxford at ten to three. Arrive in reasonable shape at the Cotswold Lodge Hotel."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|six|"To the location for supper at six, but am not required for first shot (in Merton Street) until it’s dark at ten. Much hanging around – but that’s what film is. Long periods of waiting, interspersed with nothing to do."|"Travelling to Work"|"Michael Palin"
"ap 10:00"|ten|"To the location for supper at six, but am not required for first shot (in Merton Street) until it’s dark at ten. Much hanging around – but that’s what film is. Long periods of waiting, interspersed with nothing to do."|"Travelling to Work"|"Michael Palin"
"ap 11:30"|11.30|"Returned from Oxford at 11.30 last night, having gone to the Rolling Stones ‘Urban Jungle’ concert at Wembley on the way back. A week of total and time-consuming involvement in the film."|"Travelling to Work"|"Michael Palin"
"ap 09:00"|nine|"Tuesday the busiest day of all, as we filmed the Lear sequence in the cloisters. First shot at nine, last shot at 9.15. The weather held, which was as well for there were film crews from BBC’s ‘Film ‘90’ and ABC New York as well as a smattering of freelance journos amongst the visitors."|"Travelling to Work"|"Michael Palin"
"ap 09:15"|9.15|"Tuesday the busiest day of all, as we filmed the Lear sequence in the cloisters. First shot at nine, last shot at 9.15. The weather held, which was as well for there were film crews from BBC’s ‘Film ‘90’ and ABC New York as well as a smattering of freelance journos amongst the visitors."|"Travelling to Work"|"Michael Palin"
"ap 04:00"|four|"At four to George Akers’ cutting rooms. We watch a couple of assembled sections which TP feels will be a helpful indication of the film’s mood and the story development, and how the Swiss stuff can best be played."|"Travelling to Work"|"Michael Palin"
"ap 07:00"|seven|"Called for the night shoot. First shot at seven. The last at about ten to five this morning. About 60 extras, much dancing – very muggy and uncomfortable conditions – and finally the kiss. In the middle of all this I signed my GBH contract in an upstairs room!"|"Travelling to Work"|"Michael Palin"
"~ 04:50"|"about ten to five this morning"|"Called for the night shoot. First shot at seven. The last at about ten to five this morning. About 60 extras, much dancing – very muggy and uncomfortable conditions – and finally the kiss. In the middle of all this I signed my GBH contract in an upstairs room!"|"Travelling to Work"|"Michael Palin"
07:45|"7.45 a.m."|"7.45 a.m. A helicopter comes in to collect cement from the electricity company’s cable-car station where I have dressed as Francis Ashby for the last full day’s filming."|"Travelling to Work"|"Michael Palin"
"ap 09:30"|"half past nine"|"In my bed I turn over in relief at the sudden loosening of the film’s grip and relax until half past nine, when I go downstairs for a breakfast of coffee and hot milk, thick honey and fresh brown bread, taken solitarily, apart from a French family."|"Travelling to Work"|"Michael Palin"
12:00|midday|"After a bath I slowly gather together my possessions and am packed by midday."|"Travelling to Work"|"Michael Palin"
"ap 07:15"|7.15|"Up at 7.15. Outside the heat waits, indolently and inevitably, as in some southern city. We leave home at eight o’clock. Newspaper headlines scream Saddam Hussein’s promise to ‘turn Kuwait into a graveyard’ if his invasion is countered with force. For the first time there appears to be an international consensus that his action was unjustified, but ominous silence from the rest of the Arab world."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|"eight o’clock"|"Up at 7.15. Outside the heat waits, indolently and inevitably, as in some southern city. We leave home at eight o’clock. Newspaper headlines scream Saddam Hussein’s promise to ‘turn Kuwait into a graveyard’ if his invasion is countered with force. For the first time there appears to be an international consensus that his action was unjustified, but ominous silence from the rest of the Arab world."|"Travelling to Work"|"Michael Palin"
"ap ~ 03:30"|"About half past three"|"We are at the hotel in Deyà by three. About half past three I begin the laborious process of hacking away at my Ashby-esque mutton chops with a GII razor, when a cut-throat and a barber’s in Jermyn Street are really what’s required."|"Travelling to Work"|"Michael Palin"
"ap 09:30"|"half past nine"|"Breakfast at half past nine, as the sun edges up over the mountain rim. I sit outside on the patio and plough on through GBH – around me light, sounds and the muted colours of the terracotta tiles and the silvery grey of the olive tree leaves."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|"six o’clock"|"Wake to hear the milk van shuffle to a halt and the bottles being collected. It’s six o’clock and that means my mind is waking too early."|"Travelling to Work"|"Michael Palin"
"ap 08:50"|"ten minutes to nine"|"But the day’s commitments beckon and at ten minutes to nine I’m at BUPA’s new medical centre in Gray’s Inn Road."|"Travelling to Work"|"Michael Palin"
"ap 04:30"|"half past four"|"They’re all on the tennis court when I say goodbye, providing the most idyllic tableau. Rachel waves from the drive and at half past four I turn out into the village and head for three or four months of the most challenging work since 80 Days. Miss them all as I drive the familiar back lanes to the motorway."|"Travelling to Work"|"Michael Palin"
"ap 07:15"|7.15|"Taxi collects me at 7.15. He asks me where the location is, can’t find it on his map. It’s raining. We drive up motorways towards Bolton, and eventually find ourselves in Lostock; vehicles parked in station yard. I’m taken to the Winnebago."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|eight|"We do a scene at the end of the day almost uninterrupted, with camera on tight long lens following us everywhere. The cut-ins are shot in a businesslike way. Robert Young’s vitality and rather patrician control obviously the secret. He looks as if he started yesterday, not eight weeks ago. Alan is there and, I think, pleased by the last scene – when I turn the press hacks away. Because of rain we work until eight."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|six|"The confrontation scene with Murray seemed to go well, though I did not approach it with sufficient confidence at first. I hope I did it well. I feel I’m too old and too physically slight for Jim. But at six we wrap and my first week is over."|"Travelling to Work"|"Michael Palin"
"ap 23:45"|"quarter to twelve"|"Back at the Portland Hotel. Newsnight. War sounds to be closer over Iraq and Kuwait. Sleep while watching most of it. Light out on week, finally, at a quarter to twelve."|"Travelling to Work"|"Michael Palin"
"ap ~ 06:00"|"about six o’clock"|"Wake about six o’clock. Lie in bed until eleven. Very occasionally I drift into dreams. In one of them, I’m looking out of a corner window, the shutters are opened a crack. I look down as I hear a noise, figures run away, soil and dirt are flung through the shutters and hit my face. I wake sharply, heart beating hard."|"Travelling to Work"|"Michael Palin"
"ap 11:00"|eleven|"Wake about six o’clock. Lie in bed until eleven. Very occasionally I drift into dreams. In one of them, I’m looking out of a corner window, the shutters are opened a crack. I look down as I hear a noise, figures run away, soil and dirt are flung through the shutters and hit my face. I wake sharply, heart beating hard."|"Travelling to Work"|"Michael Palin"
"ap 04:00"|"four o’clock"|"He apologises for the absence of his wife who really wanted to meet me. ‘She had the vomits.’
Tomorrow morning’s pick-up call is four o’clock.
Wednesday, August 22nd: Manchester"|"Travelling to Work"|"Michael Palin"
02:15|"2.15 a.m."|"This morning I have a five-and-a-half-page, quite tricky scene with David Ross. David was playing in Having a Ball at the Comedy last night, arrived in Manchester at 2.15 a.m. and had four hours’ sleep. He’s already in make-up being aged, spectacularly well, when I arrive at the Winnebago."|"Travelling to Work"|"Michael Palin"
"ap 07:15"|7.15|"Richard picks me up at 7.15 to go once again to the school. Grey drizzle. Morning spent on scene with the children in which I have to entertain them for an end-of-year treat. The mad science experiment. It must be energetic, improvised, and funny. I feel like Jim Nelson’s supposed to feel in the script – ground down. Dragging himself/myself to an enormous effort."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|"six o’clock"|"Sleep until six o’clock. This is now quite a late awakening for me. Up at 6.45; oh, how hard it is to roll back the bedclothes!"|"Travelling to Work"|"Michael Palin"
"ap 06:45"|6.45|"Sleep until six o’clock. This is now quite a late awakening for me. Up at 6.45; oh, how hard it is to roll back the bedclothes!"|"Travelling to Work"|"Michael Palin"
"ap ~ 09:30"|"about 9.30"|"Home about 9.30. Sit and watch Michael Caine talking about techniques of film-acting. Resolve not to start worrying about next week’s work until next week."|"Travelling to Work"|"Michael Palin"
14:50|"2.50 in the afternoon"|"2.50 in the afternoon. In the Winnebago at Brockwood. Dan Massey asleep. His book Not Prince Hamlet by Michael Meyer on the table in front of me. Annie Spiers read my Chinese horoscope while making me up … ‘A good year, if you do not forget old friends.’"|"Travelling to Work"|"Michael Palin"
"ap 01:00"|"one o’clock"|"Up at one o’clock to meet Alan B for lunch at the Bay Horse Inn. A picturesque spot by the Duddon Estuary."|"Travelling to Work"|"Michael Palin"
"ap 01:00"|"one o’clock"|"Remark of Dan’s makes me laugh longer and more helplessly than I remember for months. I say that I can control the dog quite easily and it will obey whichever command I give it … ‘Come!’ or ‘Kneel!’ … ‘Oh, kneel, surely,’ says Dan with anxious distaste. For some reason we all collapse.
To bed at one o’clock. Two and a half hours later than I meant to be.
Friday, September 14th, Ulverston"|"Travelling to Work"|"Michael Palin"
"ap 07:15"|7.15|"Pick-up at 7.15. The milk and vegetables wait to be collected outside the back door. Travel in with Dan. Pass valleys filled with fluffy white mist. All quiet and untroubled by wind or rain."|"Travelling to Work"|"Michael Palin"
"ap 07:00"|seven|"The day warms up, the hall is hot and smoky under the lights. Robert L’s afternoon, as he plays his breakdown very movingly. Then round onto the reverses of my speech for all the audience reactions. My concentration holds and we finish at seven, with nine minutes of story in the can."|"Travelling to Work"|"Michael Palin"
"ap 07:40"|7.40|"Leave the hotel at 7.40. Collect Colin D from the Britannia for his final day. Once again, deep gloom. And yet this time he cannot blame the rewrites. The Frank Twist phone call scenes he has learnt long ago. But he is as maudlin as ever … ‘I haven’t slept since two o’clock the night before last … I’m leaving the profession after this.’"|"Travelling to Work"|"Michael Palin"
"ap 02:00"|"two o’clock"|"Leave the hotel at 7.40. Collect Colin D from the Britannia for his final day. Once again, deep gloom. And yet this time he cannot blame the rewrites. The Frank Twist phone call scenes he has learnt long ago. But he is as maudlin as ever … ‘I haven’t slept since two o’clock the night before last … I’m leaving the profession after this.’"|"Travelling to Work"|"Michael Palin"
"ap 11:00"|eleven|"Day off before Sunday shooting. After breakfast catch up on diary and organise myself before Simon A comes to my hotel room at eleven. He wants to bring me all the latest news on the franchise project."|"Travelling to Work"|"Michael Palin"
"ap 06:45"|6.45|"Alarm at 6.45. Leave Brookfield at 7.15. There’s frost on the car roofs and the climbing sun illuminates the bare Peak hillsides with a pinkish glow. It’s going to be a spectacular day."|"Travelling to Work"|"Michael Palin"
"ap 07:15"|7.15|"Alarm at 6.45. Leave Brookfield at 7.15. There’s frost on the car roofs and the climbing sun illuminates the bare Peak hillsides with a pinkish glow. It’s going to be a spectacular day."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|8|"Work starts at 8.30 with a long walking shot – me talking to Spike. Spike behaves very well and we do two versions and print both takes. Then to the gory sequence in which I discover Robbie Burns (played by Daniel Street-Brown) with left foot melted and bleeding."|"Travelling to Work"|"Michael Palin"
"ap 00:30"|12.30|"To bed at 12.30. Thatcher is out. I’m out, about one o’clock. I should be owed hours of sleep, but life, for now, is too exciting."|"Travelling to Work"|"Michael Palin"
"ap ~ 01:00"|"about one o’clock"|"To bed at 12.30. Thatcher is out. I’m out, about one o’clock. I should be owed hours of sleep, but life, for now, is too exciting."|"Travelling to Work"|"Michael Palin"
"ap 06:00"|"six o’clock"|"Anna Ford and I chat a while. She would rather be singing and writing than reading the six o’clock news. She’s disarming and honest."|"Travelling to Work"|"Michael Palin"
"ap 08:45"|8.45|"A day I am not altogether looking forward to. Taxi at 8.45 to London Bridge and Adelaide House for the first meeting of the franchise bid ‘core’ group."|"Travelling to Work"|"Michael Palin"
12:00|midday|"It’s only midday. Robert has suddenly decided not to shoot my reverse and he’s making an announcement that this is my last shot and everyone is clapping, and I’m hot and not prepared with words or emotions."|"Travelling to Work"|"Michael Palin"
"ap 08:15"|8.15|"Sleep through until 8.15. Long, recharging rest. Day of the expiry of the UN deadline. Day of foreboding, but deceptively pleasant here above Sunset Boulevard, probably about as far from Iraq as it’s possible to be – until you turn on the TV of course. But I don’t – yet."|"Travelling to Work"|"Michael Palin"
"ap 03:30"|3.30|"Reach Santa Barbara at 3.30. The Four Seasons Biltmore is a sprawl of low buildings, carefully landscaped, in the Spanish style. A coach outside with Shriners all standing around in white conical hats."|"Travelling to Work"|"Michael Palin"
"ap 09:00"|"nine o’clock"|"Worry what will happen when the deadline expires – nine o’clock our time. War seems such a ludicrous waste – just for Kuwait – and once it begins how many people and countries and lives will be dragged in? Momentous times."|"Travelling to Work"|"Michael Palin"
"ap 03:30"|"half past three"|"At half past three, I switch over to CNN. There is no moving picture, just a map of Iraq and the voice and face of a reporter called John Holliman, but from the sound I know instantly that war has begun."|"Travelling to Work"|"Michael Palin"
02:30|"2.30 in the morning"|"As Holliman speaks, unhysterically, but with measured excitement, his voice is interrupted by thumping explosions. He is not sure what’s going on, but he and his two colleagues are on the ninth floor of a Baghdad hotel. It’s 2.30 in the morning, Baghdad time."|"Travelling to Work"|"Michael Palin"
"ap 04:00"|"four o’clock"|"Only at four o’clock, when Marlin Fitzwalter1 is seen hurriedly at the White House to declare ‘The liberation of Kuwait has begun’, is there official confirmation of what we have heard from Holliman’s hotel room."|"Travelling to Work"|"Michael Palin"
"ap 01:40"|1.40|"It’s 1.40 by the time I’m at table with Eric and Steve. I apologise for taking so long. I’d been told it took only 90 minutes from Santa Barbara. ‘But you drove on the left,’ quipped Martin."|"Travelling to Work"|"Michael Palin"
"ap 04:00"|four|"At the airport at four. Plane is delayed. There have been two bomb scares at LAX since the war began. A number has been given out on the radio which you can ring to report anyone or anything suspicious."|"Travelling to Work"|"Michael Palin"
"ap 01:00"|"one o’clock"|"On the one o’clock news, report of de Klerk’s speech committing himself and South Africa to the abolition of remaining apartheid laws. Apartheid, like communism, is one of the most emotive political keywords of my lifetime. It looks now as if both will have disappeared by the time I’m 50. Extraordinary and, so recently, unthinkable. And the sun slips through the clouds after many days away."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|"eight o’clock"|"Drag myself very wearily from bed in time for the eight o’clock news. Reports of explosions at Paddington and Victoria stations. All London main-line stations closed, which sounds a bit drastic."|"Travelling to Work"|"Michael Palin"
"ap 09:00"|"nine o’clock"|"Switch on my radio as I wobble, blearily, from bed to bathroom prior to a run at nine o’clock, to hear that the allies, or the coalition forces, or the infidels, are deep into Kuwait and even Iraq, having begun their offensive as we were getting into bed early this morning. So far ‘the mother of battles’ has been without the enormous and dreadful loss of life they predicted and the Iraqis are backing off or surrendering."|"Travelling to Work"|"Michael Palin"
"ap 06:15"|6.15|"Up at 6.15. Surprised to see dawn light outside. Winter receding, already. Taxi to Heathrow at a quarter to seven. On the news, buoyant reports on the progress of the allied advance. Very few casualties, all targets reached well in advance, little resistance."|"Travelling to Work"|"Michael Palin"
"ap 06:45"|"quarter to seven"|"Up at 6.15. Surprised to see dawn light outside. Winter receding, already. Taxi to Heathrow at a quarter to seven. On the news, buoyant reports on the progress of the allied advance. Very few casualties, all targets reached well in advance, little resistance."|"Travelling to Work"|"Michael Palin"
"ap 02:45"|"quarter to three"|"We adjourn at a quarter to three. The prospect of having a Cleese-Kline-Jamie Lee collaboration to embark on at the end of Pole to Pole is very satisfactory … ‘Give me the occasional lunch between now and when you leave,’ JC requests."|"Travelling to Work"|"Michael Palin"
"ap 07:00"|"seven o’clock"|"At seven o’clock round to Barry and Lyn Took’s. He has Paddy Ashdown11 and wife Jane to dinner."|"Travelling to Work"|"Michael Palin"
"ap 00:15"|12.15|"At 12.15 I’m deposited at the Ivy restaurant to await those of the critics and the critics’ screening audience who have accepted our invitation to lunch. This is another of many nervous moments in the history of American Friends. But there are smiles on the faces of the first arrivals – George Perry and Chris Tookey – and they come bearing warm praise."|"Travelling to Work"|"Michael Palin"
"ap ~ 02:30"|"About half past two"|"About half past two the last critics and friends leave – unhurriedly – Davenport of the Telegraph going off to drink with the man from the Morning Star – and I can have a rest from two hours’ almost non-stop talking."|"Travelling to Work"|"Michael Palin"
"ap 08:00"|"eight o’clock"|"At eight o’clock a car collects me and takes me to TV-am. The interior of Terry Farrell’s light, bright, successful building looks sprucer than I remember. There’s an air of confidence about the place which may be deceptive. Is this just a conscious effort to appear attractive, knowing that bidders are at the door, eyeing the franchise?"|"Travelling to Work"|"Michael Palin"
"ap 11:30"|11.30|"What does rattle me far more is a phone call to Patrick at 11.30, an hour before we leave for the airport and a skiing week. Even allowing for Patrick’s customary disinclination to exuberance, this is a grim leaving present. Friday night at the Odeon Haymarket was worse than any of us had ever considered. No rush to either of the early performances and only 250, considerably less than half the house, for the main evening perf. Nothing much either of us can say."|"Travelling to Work"|"Michael Palin"
"ap 07:00"|"seven o’clock"|"At seven o’clock all the weekend secrecy over our presents from the children is explained. With Rachel and Lisa the ringleaders, they’ve provided us with 25 separate presents. I’m in my new Margaret Howell flannel suit and Helen’s in her new black dress and we both look good and suddenly I’m enjoying the prospect of our 25th anniversary party."|"Travelling to Work"|"Michael Palin"
"ap 02:55"|"five to three"|"It’s five to three by the time we’re both in bed – the passing of our 25th year together could hardly have been better marked, or happier."|"Travelling to Work"|"Michael Palin"
