12:00|"noontime that next day"|"In the next terror-stricken half hour, the secretary of war, undressing himself, is told the president has been shot and Seward has been murdered. Within hours, drums are rolling, bugles sound, and the cavalry plunges into the city. Washington is now filled with military patrols who will pound throughout the streets on the lookout, as guards stand tense watch outside the homes of all top government officials. When word of the multiple attacks seeps out, the Northern capital is immediately stunned, paralyzed by the series of vicious attacks. Urgent rumors quickly sweep the city. There is widespread fear that the Confederates are trying to disrupt the Northern government with a series of carefully planned assassinations. People are literally afraid of being killed in their beds. Others fear that in the middle of the chaos, rebel spies will torch the city. Martial law is quickly declared. Sometime after midnight, Grant, who could have also been shot in Ford’s Theater, will be ordered to return immediately to Washington to defend the capital. By next morning, an overly distraught Mrs. Seward, weeping, will tell Senator Sumner, “They have murdered my husband! They have murdered my son!” By noontime that next day, the secretary of war will even send a dire note warning General Sherman: an “assassin is on your track.”"|"April 1865"|"Jay Winik"
02:00|"2 A.M."|"And soon, Lincoln was back home in Springfield when a telegram arrived informing him that he had been nominated for president at the Republican National Convention in Chicago (“TO LINCOLN YOU ARE NOMINATED”). Then, on November 7, 1860, at 2 A.M., the telegraph rapped out this startling news: Lincoln was now elected president of the United States, having defeated his main opponent, none other than the little Democrat, Stephen Douglas."|"April 1865"|"Jay Winik"
23:00|"11 P.M."|"When Mary entered, she fell to her knees, weeping feverishly. Alternately, she whispered pet names and pleaded with him to speak; one word, she implored, anything. But there was only the even, steady sound of his breath, up and down, up and down. By 11 P.M., the Lincolns’ family doctor, Robert King Stone, arrived, and he became the physician in charge, assisted by Joseph K. Barnes, the surgeon general of the United States. They immediately sized up the situation as dreadful. Lincoln’s right eye was badly swollen and discolored, and despite an army blanket and a colored wool coverlet, his extremities were growing very cold. His pulse was forty-five, and growing weaker."|"April 1865"|"Jay Winik"
02:00|"2 A.M."|"When son Robert Lincoln finally arrived, he could see that grief and exhaustion were taking a toll on his mother, and Mary was soon persuaded to retire to the front parlor, where she again broke into convulsive sobbing. The time was 2 A.M."|"April 1865"|"Jay Winik"
"ap 11:25"|11:25|"Now, on its own, Lincoln’s body was desperately fighting death; it was not unimpressive. At 11:25, his pulse had dropped to forty-two. But by 12:32, it had climbed eighteen beats to sixty. At 12:45 it scaled another ten beats, reaching seventy. At 12:55, his arms suddenly began to twitch, making a “struggling motion.” At 1:30, the pulse had risen more than twofold; it stood at ninety-five, and, as one doctor noted, “appearing easier.”"|"April 1865"|"Jay Winik"
"ap 00:32"|12:32|"Now, on its own, Lincoln’s body was desperately fighting death; it was not unimpressive. At 11:25, his pulse had dropped to forty-two. But by 12:32, it had climbed eighteen beats to sixty. At 12:45 it scaled another ten beats, reaching seventy. At 12:55, his arms suddenly began to twitch, making a “struggling motion.” At 1:30, the pulse had risen more than twofold; it stood at ninety-five, and, as one doctor noted, “appearing easier.”"|"April 1865"|"Jay Winik"
"ap 00:45"|12:45|"Now, on its own, Lincoln’s body was desperately fighting death; it was not unimpressive. At 11:25, his pulse had dropped to forty-two. But by 12:32, it had climbed eighteen beats to sixty. At 12:45 it scaled another ten beats, reaching seventy. At 12:55, his arms suddenly began to twitch, making a “struggling motion.” At 1:30, the pulse had risen more than twofold; it stood at ninety-five, and, as one doctor noted, “appearing easier.”"|"April 1865"|"Jay Winik"
"ap 00:55"|12:55|"Now, on its own, Lincoln’s body was desperately fighting death; it was not unimpressive. At 11:25, his pulse had dropped to forty-two. But by 12:32, it had climbed eighteen beats to sixty. At 12:45 it scaled another ten beats, reaching seventy. At 12:55, his arms suddenly began to twitch, making a “struggling motion.” At 1:30, the pulse had risen more than twofold; it stood at ninety-five, and, as one doctor noted, “appearing easier.”"|"April 1865"|"Jay Winik"
"ap 01:30"|1:30|"Now, on its own, Lincoln’s body was desperately fighting death; it was not unimpressive. At 11:25, his pulse had dropped to forty-two. But by 12:32, it had climbed eighteen beats to sixty. At 12:45 it scaled another ten beats, reaching seventy. At 12:55, his arms suddenly began to twitch, making a “struggling motion.” At 1:30, the pulse had risen more than twofold; it stood at ninety-five, and, as one doctor noted, “appearing easier.”"|"April 1865"|"Jay Winik"
"> 02:00"|"After 2 A.M."|"After 2 A.M., Lincoln’s pulse again began to sink. At 3 A.M., Reverend Phineas Gurley said a prayer. In a hot press room, some 200 miles to the north, the New York Times headlined its rush edition: “AWFUL EVENT … The President Still Alive at Last Counts. No Hopes Entertained of His Recovery.”"|"April 1865"|"Jay Winik"
03:00|"3 A.M."|"After 2 A.M., Lincoln’s pulse again began to sink. At 3 A.M., Reverend Phineas Gurley said a prayer. In a hot press room, some 200 miles to the north, the New York Times headlined its rush edition: “AWFUL EVENT … The President Still Alive at Last Counts. No Hopes Entertained of His Recovery.”"|"April 1865"|"Jay Winik"
06:00|"6:00 A.M."|"Indeed she had. At 6:00 A.M., the doctor observed, “Pulse failing.” At 6:25, he penned, “choking and grunting.” At 7:00 A.M., he added: “Symptoms of dissolution.”"|"April 1865"|"Jay Winik"
"ap 06:25"|6:25|"Indeed she had. At 6:00 A.M., the doctor observed, “Pulse failing.” At 6:25, he penned, “choking and grunting.” At 7:00 A.M., he added: “Symptoms of dissolution.”"|"April 1865"|"Jay Winik"
07:00|"7:00 A.M."|"Indeed she had. At 6:00 A.M., the doctor observed, “Pulse failing.” At 6:25, he penned, “choking and grunting.” At 7:00 A.M., he added: “Symptoms of dissolution.”"|"April 1865"|"Jay Winik"
07:22|"7:22 A.M."|"Now, as the end neared, Lincoln’s friends and colleagues huddled tearfully at his bedside. Lincoln’s son Robert leaned his head on Sumner’s shoulder and dissolved into unmitigated grief. Others, seeing that death was descending, also began to cry. Then the endless nine-hour struggle came to a close. The time was 7:22 A.M., April 15. With finality, the physician wrote: “Death.”"|"April 1865"|"Jay Winik"
07:22|"7:22 A.M."|"What really happened? “It was a night of horrors.” So wrote Chief Justice Salmon Chase. And so were the days that followed. A morning broke through the darkened skies on April 15, the North was stunned beyond belief. Lincoln, dead? Seward, attacked? Johnson, a target? A possibly far-reaching Southern plot? But all this was merely a melancholy prelude, for then came the hardest part, sorting it all out. If one were to choose a time when the institutions of American democracy faced perhaps their greatest test, when the country sat at a defining crossroads, ready to veer in one direction, but just as able to choose another, it would not necessarily be the signing of the Declaration of Independence, or the historic closing of the Constitutional Convention, or the Union election of 1864, or even the fateful meeting at Appomattox. It would be this: the nine long hours preceding 7:22 A.M. on April 15 and the three hours hence, until 10 A.M., about twelve hours all told, when the transfer of presidential power was set to take place—and the chaotic, rough, tumultuous days that followed in its uncertain wake."|"April 1865"|"Jay Winik"
10:00|"10 A.M."|"What really happened? “It was a night of horrors.” So wrote Chief Justice Salmon Chase. And so were the days that followed. A morning broke through the darkened skies on April 15, the North was stunned beyond belief. Lincoln, dead? Seward, attacked? Johnson, a target? A possibly far-reaching Southern plot? But all this was merely a melancholy prelude, for then came the hardest part, sorting it all out. If one were to choose a time when the institutions of American democracy faced perhaps their greatest test, when the country sat at a defining crossroads, ready to veer in one direction, but just as able to choose another, it would not necessarily be the signing of the Declaration of Independence, or the historic closing of the Constitutional Convention, or the Union election of 1864, or even the fateful meeting at Appomattox. It would be this: the nine long hours preceding 7:22 A.M. on April 15 and the three hours hence, until 10 A.M., about twelve hours all told, when the transfer of presidential power was set to take place—and the chaotic, rough, tumultuous days that followed in its uncertain wake."|"April 1865"|"Jay Winik"
07:30|"7:30 A.M."|"By 7:30 A.M., a strange light already began to fall and grow upon the Union: vengeance and sorrow and chaos and turmoil threatened not the South, but the North. What could have been more incongruous? This was, after all, just five days after the giddy glow of Appomattox. But as a long wooden coffin was quietly edged down the narrow lodging house steps on Tenth Street, through the mud and onto the roads, carrying Abraham Lincoln’s body back to the White House, flags drooped to half-mast everywhere and the muffled ringing of bells could be heard against the rain. Now it was the voices of revenge that could be heard loudest. Citizens poured into the streets, in the downpour, and soon they were nothing more than muttering mobs, a hostile throng angrily congregating from K Street to Lafayette Square: they shook their fists at Ford’s Theater, shouting “Burn the theater!”; a cascade of ugly roars and boos spontaneously swelled up, fell, then continued even more loudly; any mention of Confederates brought an equally vociferous reprise: “Shoot them!” “Hang them!” “Hang them again!” “Kill the god damn rebels!” Talk of streets running red with Confederate blood was everywhere. And with the iron hand of martial law imposed upon the Union capital, the city remained edged with fear. In every direction, a phalanx of armed guards sought to keep order, manning stations on all roads to and from the city. Government departments and business houses were abruptly closed; the city was immediately cordoned off; routine market wagons, milk carts, and mail riders were turned around and sent back beyond the outskirts; theaters and music halls hastily canceled their engagements; and concerts and social functions were postponed indefinitely. But if the streets threatened to turn crimson with vengeance, they were just as quickly tinged with the real color of sorrow. Black was ubiquitous. So, too, were the telltale sounds of mourning. The White House columns were draped in black, and somber black folds were looped along all the Federal buildings. The melancholy sound of organs rippled across town, and altar candles were lit. Soldiers fastened shreds of darkened crepe and cut rib bon on their sleeves. Even the poor pinned scraps of black cloth in their windows and on their modest doorposts."|"April 1865"|"Jay Winik"
"> 00:00"|"after midnight"|"It happened like this: after midnight, as word of Lincoln’s condition was passed on, with cool dispatch, a detachment of the Washington Provost Guard showed up at the Kirkwood House, for Johnson’s protection."|"April 1865"|"Jay Winik"
"ap 10:00"|"ten o’clock"|"As a stunned Washington fell into shock, and hundreds of citizens descended moodily into the streets, a powder keg ready to be ignited, Chase now made his way back to the Kirkwood House, where Johnson was anxiously waiting in the parlor of his suite. Also assembled were a dozen people, members of the cabinet and prominent senators. All showed the strains of their all-night vigil.
It was now ten o’clock. The extemporaneous inaugural began.
Johnson’s right hand was raised. Chase slowly read the oath aloud, each word carefully articulated. One hand on the bound Bible, the other still held high, Johnson carefully repeated the words. Then came the chief justice’s reply: “You are the President.” Chase now instructed, “May God guide, support, and bless you in your arduous labors.”"|"April 1865"|"Jay Winik"
"ap 01:00"|100|"But there was a controversy, which in one fashion or another would haunt Forrest for the rest of his life. Whatever his legacy, one has to consider the incident at Fort Pillow, which has been debated by contemporary observers and historians ever since it happened on that fateful day of April 12, 1864. The basic facts are well known. As part of a series of ten separate engagements over several weeks, Forrest came across the Union garrison of Fort Pillow on the Mississippi River. This garrison had little special strategic meaning, although capturing it would be a significant morale booster for the South. But it mattered for other reasons: it was manned by locally recruited Unionists whom Forrest derided as “Tennessee Tories” and some 270 blacks, mostly escaped slaves, whom Forrest labeled a “damned nigger regiment.” Forrest issued his customary demand for surrender, adding, if not, “I cannot be responsible for the fate of your command.” Not only did the fort commander refuse, but the cocky Federals openly taunted Forrest, daring him to try to take the garrison. It was the mistake of their lives. The assault came quickly, and within hours, Fort Pillow had devolved into little more than a lurid slaughter pen: many of the blacks, estimated at 100—and a number of whites as well—were not allowed to surrender and were butchered in cold blood instead, even as they fell to their knees and with uplifted hands screamed for mercy. Word of the ghastly slaughter quickly spread throughout the entire North, and soon, the Union was crying out for revenge."|"April 1865"|"Jay Winik"
"ap < 00:58"|"almost two to one"|"Evidence of this cruel sally only further galvanized the North and led it to redouble its efforts to stop Forrest. They failed. At Brices Cross Roads near Tupelo, Mississippi, Forrest again more than lived up to his name. In late spring of 1864, Sherman had dispatched an 8,000-man Union force, composed of blacks and whites, to hunt Forrest down and prevent him from moving into middle Tennessee. As was often the case, Forrest was outnumbered, this time almost two to one, but he was un-fazed. Using the elements as his ally—the densely wooded terrain and blazing Mississippi heat—he anticipated that the Federal cavalry would arrive well ahead of the infantry, thus allowing him to “whip them” with impunity. When the Union footsoldiers finally caught up, he would then be able to slice them up, too."|"April 1865"|"Jay Winik"
20:00|"8 P.M."|"At Grant’s urging, the cabinet hurriedly convened at 8 P.M. on April 21 to consider the Sherman-Johnston peace terms. Grant also attended. The new president had already made post-inaugural statements lumping, treason together with rape and murder as a crime that “must be punished.” To Johnson, then, this memorandum was heresy; for one thing, no military man had the right to decide political matters, and Sherman had clearly overstepped his authority. For another, there were the terms of the memorandum itself. In strongly suggesting that all Confederates would be exculpated from blame, they all but overrode the executive’s authority to decide guilt or innocence of Confederate traitors, including those who had served in the central government. The memorandum was scarcely any better on the matter of the Negro issue: not one of the seven numbered paragraphs made mention of the fate of freed slaves. Worse still, the whole matter reeked, looking as though one of the country’s top generals was seeking to end the war by reproducing the conditions that began it. Indeed, the provision that homeward-bound rebels would deposit their arms in state arsenals sounded conspicuously like a plan for keeping them ready and stacked for rebellion, once the Confederates had time to rest themselves and then plot anew."|"April 1865"|"Jay Winik"
00:00|midnight|"That night, Grant left under the cover of darkness, at midnight, steaming away from the Sixth Street wharf."|"April 1865"|"Jay Winik"
"> 20:00"|"after 8 P.M."|"His mediocre standing had less to do with his ability and more to do with the fact that he was a bit of a hell-raiser. Though sturdy discipline was the rule, he often flaunted it: in his first year, as a plebe, he was charged for violating the prohibition against drinking at Benny Haven’s tavern, and that was just the beginning. Subsequently, he received demerits for spitting on the floor, for sloppy quarters, for long hair during inspection, for visiting during study hours, for absences during reveille, for absences from class and from the evening parade, for firing his musket out his dormitory window, for disobeying orders and using “spirituous liquors,” for refusing to march from mess hall, for cooking in his quarters after 8 P.M., and for “foul clothes not in clothes bag.” But his class standing and raucous behavior belied an active mind. He knew both Greek and Latin, and could read them in the original; he had a serviceable command of French; he was a self-styled Spanish scholar; he read Virgil, Burns, and Scott; and he loved poetry, memorizing Moore’s Lalla Rookh and Byron’s Don Juan."|"April 1865"|"Jay Winik"
04:00|"four o’clock in the morning"|"At four o’clock in the morning, Booth and Herold arrived at the farm of Dr. Samuel Mudd in Charles County, Maryland. Mudd was another sympathizer to the rebellion. Booth was tired, wet, and in pain, his leg having been broken by his twelve-foot jump from the presidential box. Mudd set Booth’s injured leg, fashioned a pair of crude crutches for him, and gave him shelter. The actor then slept for most of the day, in an upstairs bedroom, his face buried in his pillow, against the wall. This time, he apparently said nothing about the assassination. Dr. Mudd was totally in the dark."|"April 1865"|"Jay Winik"
"~ 00:00"|"Around midnight"|"Around midnight Union troops nearby got a tip as to where Booth was staying. The dragnet quickly closed in. In darkness, by 2 A.M. Wednesday morning, a heavily armed search party had dismounted and was quietly deployed around the Garrett farm. Garrett’s dogs suddenly began to bark. When a stunned Richard Garrett opened the front door, in his nightshirt, he found a pistol shoved in his face. “Where are they!” the Union officer demanded."|"April 1865"|"Jay Winik"
02:00|"2 A.M."|"Around midnight Union troops nearby got a tip as to where Booth was staying. The dragnet quickly closed in. In darkness, by 2 A.M. Wednesday morning, a heavily armed search party had dismounted and was quietly deployed around the Garrett farm. Garrett’s dogs suddenly began to bark. When a stunned Richard Garrett opened the front door, in his nightshirt, he found a pistol shoved in his face. “Where are they!” the Union officer demanded."|"April 1865"|"Jay Winik"
22:14|"10:14 that night"|"But that is small consolation. For on April 14, at 10:14 that night, when Booth pulled the trigger of his derringer, he forever mingled his fate with Abraham Lincoln’s—and with the history of the nation. And like many a fanatic, he jeopardized what he had hoped to save: placing the enormous stock of the Union government’s goodwill, engendered toward the South by the touching surrender at Appomattox, at total risk."|"April 1865"|"Jay Winik"
"~ 04:30"|"around 4:30 A.M."|"It was now around 4:30 A.M. Union troopers, peering through the gaps between the barn boards, could see Booth hobbling about with a carbine in one hand and a revolver in another. “He was as beautiful as the statue of a Greek god,” recalled the young Richard Garrett, “and as calm in that awful hour.” As Booth made his move toward the barn door, a shot rang out. Booth fell to the ground, face first, then pitched over."|"April 1865"|"Jay Winik"
04:30|"half past four in the morning"|"Even as the guns of war grew still, emotions seethed. The hate, of course, was the most perilous. In the South, it was perhaps understandable—but it did not augur well for the future. One Southern innkeeper told a journalist that Yankees had murdered his soldier sons, torched his house, and taken his slaves. “They left me one inestimable privilege—to hate ’em,” he drawled. “I git up at half past four in the morning, and sit up till twelve at night, to hate ’em.” Swore another Southerner, a young planter: “I have vowed that if I should have children—the first ingredient of the first principle of their education shall be uncompromising hatred and contempt of the Yankee.” To which he added: “Day by day and hour by hour does the deep seated enmity I have always had … for the accursed Yankee nation increase & burn higher.” A Confederate matron, Henrietta Lee, whose house and seven outbuildings had been set aflame by the Union, made her venomous feelings known directly to the Federal commander: “Hyena-like, you have torn my heart to pieces!… Demon-like, you have done it without pretext of revenge … Your name will stand on history’s pages as the Hunter of weak women, and innocent children: the Hunter to destroy defenseless villages and … torture afresh the agonized hearts of widows.”"|"April 1865"|"Jay Winik"
00:00|"twelve at night"|"Even as the guns of war grew still, emotions seethed. The hate, of course, was the most perilous. In the South, it was perhaps understandable—but it did not augur well for the future. One Southern innkeeper told a journalist that Yankees had murdered his soldier sons, torched his house, and taken his slaves. “They left me one inestimable privilege—to hate ’em,” he drawled. “I git up at half past four in the morning, and sit up till twelve at night, to hate ’em.” Swore another Southerner, a young planter: “I have vowed that if I should have children—the first ingredient of the first principle of their education shall be uncompromising hatred and contempt of the Yankee.” To which he added: “Day by day and hour by hour does the deep seated enmity I have always had … for the accursed Yankee nation increase & burn higher.” A Confederate matron, Henrietta Lee, whose house and seven outbuildings had been set aflame by the Union, made her venomous feelings known directly to the Federal commander: “Hyena-like, you have torn my heart to pieces!… Demon-like, you have done it without pretext of revenge … Your name will stand on history’s pages as the Hunter of weak women, and innocent children: the Hunter to destroy defenseless villages and … torture afresh the agonized hearts of widows.”"|"April 1865"|"Jay Winik"
07:22|"7:22 A.M."|"In New York, on 550 Broadway, precisely at 7:22 A.M. on April 15, the clock at Tiffany’s & Co., held aloft by a huge wooden Atlas, had come to a halt. This was no doubt fitting, for, as was well known, Charles Lewis Tiffany greatly esteemed Lincoln."|"April 1865"|"Jay Winik"
"ap 11:00"|eleven|"Four days later, farther north, in Concord, Massachusetts, all business and labor was suspended between eleven and two o’clock, as the townspeople moodily gathered in the local Unitarian church. Music was played and selections from the Scriptures and prayers were read. Then Ralph Waldo Emerson gave a somber address: “Rarely was [a] man so fitted to events,” he said of Lincoln, about whom he had often had severe reservations. “Only Washington can compare with him in the future.”"|"April 1865"|"Jay Winik"
"ap 02:00"|"two o’clock"|"Four days later, farther north, in Concord, Massachusetts, all business and labor was suspended between eleven and two o’clock, as the townspeople moodily gathered in the local Unitarian church. Music was played and selections from the Scriptures and prayers were read. Then Ralph Waldo Emerson gave a somber address: “Rarely was [a] man so fitted to events,” he said of Lincoln, about whom he had often had severe reservations. “Only Washington can compare with him in the future.”"|"April 1865"|"Jay Winik"
11:00|"eleven that morning"|"By then, though, Lincoln had been eulogized, his funeral had been held, and his remains had begun the long journey home to Springfield. On Wednesday, April 19, Lincoln’s casket spent its final hours lying in state in the East Room of the White House. Outside, the sun beamed, and a gentle breeze caressed the sky. Inside, black was everywhere: on the chandeliers, on the ornate gilt frames of the mirrors, in the adjoining rooms, even on the steps. The East Room itself was hushed, dim, somber. Lincoln’s coffin rested on a flower-covered catafalque, a bed of roses at his feet. Even in death, his gangly frame filled the open casket; his head rested on a white pillow, a queer smile fixed on his lips. At eleven that morning, the services began."|"April 1865"|"Jay Winik"
"ap 09:00"|nine|"And so, too, the next. At nine sharp, Sherman’s great army took its turn. Their contrast with the troops the day before couldn’t have been greater: where the men of the East were crisp and well kept, they were sunburned and shaggy and wore loose shirts; and where the Easterners were stocky, sophisticated, mesomorphic, Sherman’s men of the West were taller, bonier, with the rough, gaunt look of the frontier. The crowd loved them just the same. They erupted in shouts of “Hurrah!” Weren’t these the men who had rescued Lincoln before the fateful, decisive election of 1864? Weren’t these the men who had taken Atlanta and burned Columbia? And the cheers grew even louder at the sight of Sherman himself, with his battered slouch hat in hand, his auburn beard grizzled, his face wrinkled, his popularity now greater than ever."|"April 1865"|"Jay Winik"
