05:30|"five-thirty in the morning"|"‘On the day they were going to kill him, Santiago Nasar got up at five-thirty in the morning to wait for the boat the bishop was coming on …’"|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap ~ 02:00"|"about two o’clock"|"He had given Fermina Daza the letter a month before, and since then he had often broken his promise not to return to the little park, but he had been very careful not to be seen. Nothing had changed. The reading lesson under the trees ended at about two o’clock, when the city was waking from its siesta, and Fermina Daza embroidered with her aunt until the day began to cool. Florentino Ariza did not wait for the aunt to go into the house, and he crossed the street with a martial stride that allowed him to overcome the weakness in his knees, but he spoke to her aunt, not to Fermina Daza."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
00:00|midnight|"That was the end of the labyrinth. Fermina Daza regained her self-control, begged his pardon for the delay, and gave him her solemn word that he would have an answer before the end of the vacation. And he did. On the last Friday in February, three days before school reopened, Aunt Escolástica went to the telegraph office to ask how much it cost to send a telegram to Piedras de Moler, a village that did not even appear on the list of places served by the telegraph, and she allowed Florentino Ariza to attend her as if she had never seen him before, but when she left she pretended to forget a breviary covered in lizard skin, leaving it on the counter, and in it there was an envelope made of linen paper with golden vignettes. Delirious with joy, Florentino Ariza spent the rest of the afternoon eating roses and reading the note letter by letter, over and over again, and the more he read the more roses he ate, and by midnight he had read it so many times and had eaten so many roses that his mother had to hold his head as if he were a calf and force him to swallow a dose of castor oil."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 06:00"|"six o’clock"|"In August of that year a new civil war, one of the many that had been devastating the country for over half a century, threatened to spread, and the government imposed martial law and a six o’clock curfew in the provinces along the Caribbean coast. Although some disturbances had already occurred, and the troops had committed all kinds of retaliatory abuses, Florentino Ariza was so befuddled that he was unaware of the state of the world, and a military patrol surprised him one dawn as he disturbed the chastity of the dead with his amorous provocations. By some miracle he escaped summary execution after he was accused of being a spy who sent messages in the key of G to the Liberal ships marauding in nearby waters."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"> 12:00"|"after noon"|"In any event, his youthful adventures in the transient hotel were not limited to reading and composing feverish letters but also included his initiation into the secrets of loveless love. Life in the house began after noon, when his friends the birds got up as bare as the day they were born, so that when Florentino Ariza arrived after work he found a palace populated by naked nymphs who shouted their commentaries on the secrets of the city, which they knew because of the faithlessness of the protagonists. Many displayed in their nudity traces of their past: scars of knife thrusts in the belly, starbursts of gunshot wounds, ridges of the razor cuts of love, Caesarean sections sewn up by butchers. Some of them had their young children with them during the day, those unfortunate fruits of youthful defiance or carelessness, and they took off their children’s clothes as soon as they were brought in so they would not feel different in that paradise of nudity. Each one cooked her own food, and no one ate better than Florentino Ariza when they invited him for a meal, because he chose the best from each. It was a daily fiesta that lasted until dusk, when the naked women marched, singing, toward the bathrooms, asked to borrow soap, toothbrushes, scissors, cut each other’s hair, dressed in borrowed clothes, painted themselves like lugubrious clowns, and went out to hunt the first prey of the night. Then life in the house became impersonal and dehumanized, and it was impossible to share in it without paying."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 06:00"|"six o’clock"|"If he had not given in to the many temptations at hand before he experienced Fermina Daza’s love, he certainly would not succumb now that she was his official betrothed. So Florentino Ariza lived with the girls and shared their pleasures and miseries, but it did not occur to him or them to go any further. An unforeseen event demonstrated the severity of his determination. One afternoon at six o’clock, when the girls were dressing to receive that evening’s clients, the woman who cleaned the rooms on his floor in the hotel came into his cubicle. She was young, but haggard and old before her time, like a fully dressed penitent surrounded by glorious nakedness. He saw her every day without feeling himself observed: she walked through the rooms with her brooms, a bucket for the trash, and a special rag for picking up used condoms from the floor. She came into the room where Florentino Ariza lay reading, and as always she cleaned with great care so as not to disturb him. Then she passed close to the bed, and he felt a warm and tender hand low on his belly, he felt it searching, he felt it finding, he felt it unbuttoning his trousers while her breathing filled the room. He pretended to read until he could not bear it any longer and had to move his body out of the way."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
18:00|"six in the afternoon"|"She was dismayed, for the first thing they warned her about when they gave her the cleaning job was that she should not try to sleep with the clients. They did not have to tell her that, because she was one of those women who thought that prostitution did not mean going to bed for money but going to bed with a stranger. She had two children, each by a different father, not because they were casual adventures but because she could never love any man who came back after the third visit. Until that time she had been a woman without a sense of urgency, a woman whose nature prepared her to wait without despair, but life in that house proved stronger than her virtue. She came to work at six in the afternoon, and she spent the whole night going through the rooms, sweeping them out, picking up condoms, changing the sheets. It was difficult to imagine the number of things that men left after love. They left vomit and tears, which seemed understandable to her, but they also left many enigmas of intimacy: puddles of blood, patches of excrement, glass eyes, gold watches, false teeth, lockets with golden curls, love letters, business letters, condolence letters—all kinds of letters. Some came back for the items they had lost, but most were unclaimed, and Lotario Thugut kept them under lock and key and thought that sooner or later the palace that had seen better days, with its thousands of forgotten belongings, would become a museum of love."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 07:00"|"seven o’clock"|"That was his life, four months before the date set for formalizing the engagement, when Lorenzo Daza showed up at the telegraph office one morning at seven o’clock and asked for him. Since he had not yet arrived, Lorenzo Daza waited on the bench until ten minutes after eight, slipping a heavy gold ring with its noble opal stone from one finger to another, and as soon as Florentino Ariza came in, he recognized him as the employee who had delivered the telegram, and he took him by the arm."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 08:10"|"ten minutes after eight"|"That was his life, four months before the date set for formalizing the engagement, when Lorenzo Daza showed up at the telegraph office one morning at seven o’clock and asked for him. Since he had not yet arrived, Lorenzo Daza waited on the bench until ten minutes after eight, slipping a heavy gold ring with its noble opal stone from one finger to another, and as soon as Florentino Ariza came in, he recognized him as the employee who had delivered the telegram, and he took him by the arm."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
08:00|"eight o’clock in the morning"|"Florentino Ariza still had not recovered when Lorenzo Daza held him by the arm and steered him across the Plaza of the Cathedral to the arcaded gallery of the Parish Café and invited him to sit on the terrace. There were no other customers at that hour: a black woman was scrubbing the tiles in the enormous salon with its chipped and dusty stained-glass windows, and the chairs were still upside down on the marble tables. Florentino Ariza had often seen Lorenzo Daza gambling and drinking cask wine there with the Asturians from the public market, while they shouted and argued about other longstanding wars that had nothing to do with our own. Conscious of the fatality of love, he had often wondered how the meeting would be that he was bound to have with Lorenzo Daza sooner or later, the meeting that no human power could forestall because it had been inscribed in both their destinies forever. He had supposed it would be an unequal dispute, not only because Fermina Daza had warned him in her letters of her father’s stormy character, but because he himself had noted that his eyes seemed angry even when he was laughing at the gaming table. Everything about him was a testimony to crudeness: his ignoble belly, his emphatic speech, his lynx’s side-whiskers, his rough hands, the ring finger smothered by the opal setting. His only endearing trait, which Florentino Ariza recognized the first time he saw him walking, was that he had the same doe’s gait as his daughter. However, when he showed him the chair so that he could sit down, he did not find Lorenzo Daza as harsh as he appeared to be, and his courage revived when he invited him to have a glass of anisette. Florentino Ariza had never had a drink at eight o’clock in the morning, but he accepted with gratitude because his need for one was urgent."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
00:00|midnight|"At midnight the visitors left, the public fiesta scattered into smoldering embers, and Cousin Hildebranda lent Fermina Daza a madapollam nightgown and helped her to lie down in a bed with smooth sheets and feather pillows, and without warning she was filled with the instantaneous panic of happiness. When at last they were alone in the bedroom, Cousin Hildebranda bolted the door with a crossbar and from under the straw matting of her bed took out a manila envelope sealed in wax with the emblem of the national telegraph. It was enough for Fermina Daza to see her cousin’s expression of radiant malice for the pensive scent of white gardenias to grow again in her heart’s memory, and then she tore the red sealing wax with her teeth and drenched the eleven forbidden telegrams in a shower of tears until dawn."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
07:00|"seven in the morning"|"It was the telegraph operator from Fonseca, who had keyed in through seven intermediate stations so that Fermina Daza could ask permission to attend the dance. When she obtained it, however, she was not satisfied with the simple affirmative answer but asked for proof that in fact it was Florentino Ariza operating the telegraph key at the other end of the line. More astonished than flattered, he composed an identifying phrase: Tell her that I swear by the crowned goddess. Fermina Daza recognized the password and stayed at her first adult dance until seven in the morning, when she had to change in a rush in order not to be late for Mass. By then she had more letters and telegrams in the bottom of her trunk than her father had taken away from her, and she had learned to behave with the air of a married woman. Lorenzo Daza interpreted these changes in her manner as proof that distance and time had cured her of her juvenile fantasies, but he never spoke to her about his plans for the arranged marriage. Their relations had become fluid within the formal reserve that she had imposed since the expulsion of Aunt Escolástica, and this allowed them such a comfortable modus vivendi that no one would have doubted that it was based on affection."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 11:00"|"eleven o’clock"|"What he recounted then was so fascinating that Florentino Ariza promised himself that he would learn to swim and dive as far under water as possible just so he could see it with his own eyes. He said that in that spot, only eighteen meters down, there were so many old sailing ships lying among the coral reefs that it was impossible to even calculate the number, and they were spread over so extensive an area that you could not see to the end of them. He said that the most surprising thing was that none of the old wrecks afloat in the bay was in such good condition as the sunken vessels. He said that there were several caravelles with their sails still intact, and that the sunken ships were visible even on the bottom, for it seemed as if they had sunk along with their own space and time, so that they were still illumined by the same eleven o’clock sun that was shining on Saturday, June 9, when they went down. Choking on the driving force of his imagination, he said that the easiest one to distinguish was the galleon San José, for its name could be seen on the poop in gold letters, but it was also the ship most damaged by English artillery. He said he had seen an octopus inside, more than three centuries old, whose tentacles emerged through the openings in the cannon and who had grown to such a size in the dining room that one would have to destroy the ship to free him. He said he had seen the body of the commander, dressed for battle and floating sideways inside the aquarium of the forecastle, and that if he had not dived down to the hold with all its treasure, it was because he did not have enough air in his lungs. There were the proofs: an emerald earring and a medal of the Virgin, the chain corroded by salt."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
20:00|"eight o’clock that night"|"The rest of the day was like a hallucination: she was in the same house where she had been until yesterday, receiving the same visitors who had said goodbye to her, talking about the same things, bewildered by the impression that she was reliving a piece of life she had already lived. It was such a faithful repetition that Fermina Daza trembled at the thought that the schooner trip would be a repetition, too, for the mere memory of it terrified her. However, the only other possible means of returning home was two weeks on muleback over the mountains in circumstances even more dangerous than the first time, since a new civil war that had begun in the Andean state of Cauca was spreading throughout the Caribbean provinces. And so at eight o’clock that night she was once again accompanied to the port by the same troop of noisy relatives shedding the same tears of farewell and with the same jumble of last-minute gifts and packages that did not fit in the cabins. When it was time to sail, the men in the family saluted the schooner with a volley of shots fired into the air, and Lorenzo Daza responded from the deck with five shots from his revolver. Fermina Daza’s fears dissipated because the wind was favorable all night, and there was a scent of flowers at sea that helped her to sleep soundly without the safety straps. She dreamed that she was seeing Florentino Ariza again, and that he took off the face that she had always seen on him because in fact it was a mask, but his real face was identical to the false one. She got up very early, intrigued by the enigma of the dream, and she found her father drinking mountain coffee with brandy in the captain’s bar, his eye twisted by alcohol, but he did not show the slightest hint of uncertainty regarding their return."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 11:00"|"eleven o’clock"|"They were coming into port. The schooner slipped in silence through the labyrinth of sailing ships anchored in the cove of the public market whose stench could be smelled several leagues out to sea, and the dawn was saturated by a steady drizzle that soon broke into a full-fledged downpour. Standing watch on the balcony of the telegraph office, Florentino Ariza recognized the schooner, its sails disheartened by the rain, as it crossed Las Ánimas Bay and anchored at the market pier. The morning before, he had waited until eleven o’clock, when he learned through a casual telegram of the contrary winds that had delayed the schooner, and on this day he had returned to his vigil at four o’clock in the morning. He continued to wait, not taking his eyes off the launch that carried ashore the few passengers who had decided to disembark despite the storm. Halfway across, the launch ran aground, and most of them had to abandon ship and splash through the mud to the pier. At eight o’clock, after they had waited in vain for the rain to stop, a black stevedore in water up to his waist received Fermina Daza at the rail of the schooner and carried her ashore in his arms, but she was so drenched that Florentino Ariza did not recognize her."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
04:00|"four o’clock in the morning"|"They were coming into port. The schooner slipped in silence through the labyrinth of sailing ships anchored in the cove of the public market whose stench could be smelled several leagues out to sea, and the dawn was saturated by a steady drizzle that soon broke into a full-fledged downpour. Standing watch on the balcony of the telegraph office, Florentino Ariza recognized the schooner, its sails disheartened by the rain, as it crossed Las Ánimas Bay and anchored at the market pier. The morning before, he had waited until eleven o’clock, when he learned through a casual telegram of the contrary winds that had delayed the schooner, and on this day he had returned to his vigil at four o’clock in the morning. He continued to wait, not taking his eyes off the launch that carried ashore the few passengers who had decided to disembark despite the storm. Halfway across, the launch ran aground, and most of them had to abandon ship and splash through the mud to the pier. At eight o’clock, after they had waited in vain for the rain to stop, a black stevedore in water up to his waist received Fermina Daza at the rail of the schooner and carried her ashore in his arms, but she was so drenched that Florentino Ariza did not recognize her."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 08:00"|"eight o’clock"|"They were coming into port. The schooner slipped in silence through the labyrinth of sailing ships anchored in the cove of the public market whose stench could be smelled several leagues out to sea, and the dawn was saturated by a steady drizzle that soon broke into a full-fledged downpour. Standing watch on the balcony of the telegraph office, Florentino Ariza recognized the schooner, its sails disheartened by the rain, as it crossed Las Ánimas Bay and anchored at the market pier. The morning before, he had waited until eleven o’clock, when he learned through a casual telegram of the contrary winds that had delayed the schooner, and on this day he had returned to his vigil at four o’clock in the morning. He continued to wait, not taking his eyes off the launch that carried ashore the few passengers who had decided to disembark despite the storm. Halfway across, the launch ran aground, and most of them had to abandon ship and splash through the mud to the pier. At eight o’clock, after they had waited in vain for the rain to stop, a black stevedore in water up to his waist received Fermina Daza at the rail of the schooner and carried her ashore in his arms, but she was so drenched that Florentino Ariza did not recognize her."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap > 09:00"|"a little after nine"|"The truth is that Florentino Ariza was sure she had not returned, until the telegraph operator in Riohacha confirmed that they had embarked on Friday aboard the very same schooner that did not arrive the day before because of contrary winds, so that during the weekend he watched for any sign of life in her house, and at dusk on Monday he saw through the windows a light that moved through the house and was extinguished, a little after nine, in the bedroom with the balcony. He did not sleep, victim to the same fearful nausea that had disturbed his first nights of love. Tránsito Ariza arose with the first roosters, alarmed that her son had gone out to the patio at midnight and had not yet come back inside, and she did not find him in the house. He had gone to wander along the jetties, reciting love poetry into the wind and crying with joy until daybreak. At eight o’clock he was sitting under the arches of the Parish Café, delirious with fatigue, trying to think of how to send his welcome to Fermina Daza, when he felt himself shaken by a seismic tremor that tore his heart."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
00:00|midnight|"The truth is that Florentino Ariza was sure she had not returned, until the telegraph operator in Riohacha confirmed that they had embarked on Friday aboard the very same schooner that did not arrive the day before because of contrary winds, so that during the weekend he watched for any sign of life in her house, and at dusk on Monday he saw through the windows a light that moved through the house and was extinguished, a little after nine, in the bedroom with the balcony. He did not sleep, victim to the same fearful nausea that had disturbed his first nights of love. Tránsito Ariza arose with the first roosters, alarmed that her son had gone out to the patio at midnight and had not yet come back inside, and she did not find him in the house. He had gone to wander along the jetties, reciting love poetry into the wind and crying with joy until daybreak. At eight o’clock he was sitting under the arches of the Parish Café, delirious with fatigue, trying to think of how to send his welcome to Fermina Daza, when he felt himself shaken by a seismic tremor that tore his heart."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 08:00"|"eight o’clock"|"The truth is that Florentino Ariza was sure she had not returned, until the telegraph operator in Riohacha confirmed that they had embarked on Friday aboard the very same schooner that did not arrive the day before because of contrary winds, so that during the weekend he watched for any sign of life in her house, and at dusk on Monday he saw through the windows a light that moved through the house and was extinguished, a little after nine, in the bedroom with the balcony. He did not sleep, victim to the same fearful nausea that had disturbed his first nights of love. Tránsito Ariza arose with the first roosters, alarmed that her son had gone out to the patio at midnight and had not yet come back inside, and she did not find him in the house. He had gone to wander along the jetties, reciting love poetry into the wind and crying with joy until daybreak. At eight o’clock he was sitting under the arches of the Parish Café, delirious with fatigue, trying to think of how to send his welcome to Fermina Daza, when he felt himself shaken by a seismic tremor that tore his heart."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 11:00"|"eleven o’clock"|"Fermina Daza shared with her schoolmates the singular idea that the Arcade of the Scribes was a place of perdition that was forbidden, of course, to decent young ladies. It was an arcaded gallery across from a little plaza where carriages and freight carts drawn by donkeys were for hire, where popular commerce became noisier and more dense. The name dated from colonial times, when the taciturn scribes in their vests and false cuffs first began to sit there, waiting for a poor man’s fee to write all kinds of documents: memoranda of complaints or petition, legal testimony, cards of congratulation or condolence, love letters appropriate to any stage in an affair. They, of course, were not the ones who had given that thundering market its bad reputation but more recent peddlers who made illegal sales of all kinds of questionable merchandise smuggled in on European ships, from obscene postcards and aphrodisiac ointments to the famous Catalonian condoms with iguana crests that fluttered when circumstances required or with flowers at the tip that would open their petals at the will of the user. Fermina Daza, somewhat unskilled in the customs of the street, went through the Arcade without noticing where she was going as she searched for a shady refuge from the fierce eleven o’clock sun."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
00:00|Midnight|"She turned her head and saw, a hand’s breadth from her eyes, those other glacial eyes, that livid face, those lips petrified with fear, just as she had seen them in the crowd at Midnight Mass the first time he was so close to her, but now, instead of the commotion of love, she felt the abyss of disenchantment. In an instant the magnitude of her own mistake was revealed to her, and she asked herself, appalled, how she could have nurtured such a chimera in her heart for so long and with so much ferocity. She just managed to think: My God, poor man! Florentino Ariza smiled, tried to say something, tried to follow her, but she erased him from her life with a wave of her hand."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 05:00"|"five o’clock"|"Dr. Juvenal Urbino did not sleep at all on the night of his return; he was frightened by the darkness and the silence, and he said three rosaries to the Holy Spirit and all the prayers he could remember to ward off calamities and shipwrecks and all manner of night terrors, while a curlew that had come in through a half-closed door sang every hour on the hour in his bedroom. He was tormented by the hallucinating screams of the madwomen in the Divine Shepherdess Asylum next door, the harsh dripping from the water jar into the washbasin which resonated throughout the house, the long-legged steps of the curlew wandering in his bedroom, his congenital fear of the dark, and the invisible presence of his dead father in the vast, sleeping mansion. When the curlew sang five o’clock along with the local roosters, Dr. Juvenal Urbino commended himself body and soul to Divine Providence because he did not have the heart to live another day in his rubble-strewn homeland. But in time the affection of his family, the Sundays in the country, and the covetous attentions of the unmarried women of his class mitigated the bitterness of his first impression. Little by little he grew accustomed to the sultry heat of October, to the excessive odors, to the hasty judgments of his friends, to the We’ll see tomorrow, Doctor, don’t worry, and at last he gave in to the spell of habit. It did not take him long to invent an easy justification for his surrender. This was his world, he said to himself, the sad, oppressive world that God had provided for him, and he was responsible to it."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
00:00|Midnight|"They almost had, however. The epidemic of cholera morbus, whose first victims were struck down in the standing water of the market, had, in eleven weeks, been responsible for the greatest death toll in our history. Until that time the eminent dead were interred under the flagstones in the churches, in the exclusive vicinity of archbishops and capitulars, while the less wealthy were buried in the patios of convents. The poor were sent to the colonial cemetery, located on a windy hill that was separated from the city by a dry canal whose mortar bridge bore the legend carved there by order of some clairvoyant mayor: Lasciate ogni speranza voi ch’entrate. After the first two weeks of the cholera epidemic, the cemetery was overflowing and there was no room left in the churches despite the fact that they had dispatched the decayed remains of many nameless civic heroes to the communal ossuary. The air in the Cathedral grew thin with the vapors from badly sealed crypts, and its doors did not open again until three years later, at the time that Fermina Daza saw Florentino Ariza at close quarters as she left Midnight Mass. By the third week the cloister of the Convent of St. Clare was full all the way to its poplar-lined walks, and it was necessary to use the Community’s orchard, which was twice as large, as a cemetery. There graves were dug deep enough to bury the dead on three levels, without delay and without coffins, but this had to be stopped because the brimming ground turned into a sponge that oozed sickening, infected blood at every step. Then arrangements were made to continue burying in The Hand of God, a cattle ranch less than a league from the city, which was later consecrated as the Universal Cemetery."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
17:00|"five in the afternoon"|"And so he returned at five in the afternoon, in accordance with the maid’s instructions, and Lorenzo Daza himself opened the street door and led him to his daughter’s bedroom. There he remained, sitting in a dark corner with his arms folded, and making futile efforts to control his ragged breathing during the examination. It was not easy to know who was more constrained, the doctor with his chaste touch or the patient in the silk chemise with her virgin’s modesty, but neither one looked the other in the eye; instead, he asked questions in an impersonal voice and she responded in a tremulous voice, both of them very conscious of the man sitting in the shadows. At last Dr. Juvenal Urbino asked the patient to sit up, and with exquisite care he opened her nightdress down to the waist; her pure high breasts with the childish nipples shone for an instant in the darkness of the bedroom, like a flash of gunpowder, before she hurried to cover them with crossed arms. Imperturbable, the physician opened her arms without looking at her and examined her by direct auscultation, his ear against her skin, first the chest and then the back."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
15:00|"three in the afternoon"|"The case should have been considered closed. But on Tuesday of the following week, without being called and with no prior announcement, Dr. Juvenal Urbino returned to the house at the inconvenient hour of three in the afternoon. Fermina Daza was in the sewing room, having a lesson in oil painting with two of her friends, when he appeared at the window in his spotless white frock coat and his white top hat and signaled to her to come over to him. She put her palette down on a chair and tiptoed to the window, her ruffled skirt raised to keep it from dragging on the floor. She wore a diadem with a jewel that hung on her forehead, and the luminous stone was the same aloof color as her eyes, and everything in her breathed an aura of coolness. The Doctor was struck by the fact that she was dressed for painting at home as if she were going to a party. He took her pulse through the open window, he had her stick out her tongue, he examined her throat with an aluminum tongue depressor, he looked inside her lower eyelids, and each time he nodded in approval. He was less inhibited than on the previous visit, but she was more so, because she could not understand the reason for the unexpected examination if he himself had said that he would not come back unless they called him because of some change. And even more important: she did not ever want to see him again. When he finished his examination, the Doctor put the tongue depressor back into his bag, crowded with instruments and bottles of medicine, and closed it with a resounding snap."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap > 07:00"|"after seven o’clock"|"It was after seven o’clock when he left the office, preceded by Lorenzo Daza. There was a full moon. The patio, idealized by anisette, floated at the bottom of an aquarium, and the cages covered with cloths looked like ghosts sleeping under the hot scent of new orange blossoms. The sewing room window was open, there was a lighted lamp on the worktable, and the unfinished paintings were on their easels as if they were on exhibit. “Where art thou that thou art not here,” said Dr. Urbino as he passed by, but Fermina Daza did not hear him, she could not hear him, because she was crying with rage in her bedroom, lying face down on the bed and waiting for her father so that she could make him pay for the afternoon’s humiliation. The Doctor did not renounce his hope of saying goodbye to her, but Lorenzo Daza did not suggest it. He yearned for the innocence of her pulse, her cat’s tongue, her tender tonsils, but he was disheartened by the idea that she never wanted to see him again and would never permit him to try to see her. When Lorenzo Daza walked into the entryway, the crows, awake under their sheets, emitted a funereal shriek. “They will peck out your eyes,” the Doctor said aloud, thinking of her, and Lorenzo Daza turned around to ask him what he had said."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
"ap 09:00"|"nine o’clock"|"Dr. Urbino’s last resort was the mediation of Sister Franca de la Luz, Superior of the Academy of the Presentation of the Blessed Virgin, who could not deny the request of a family that had supported her Community since its establishment in the Americas. She appeared one morning at nine o’clock in the company of a novice, and for half an hour the two of them had to amuse themselves with the birdcages while Fermina Daza finished her bath. She was a masculine German with a metallic accent and an imperious gaze that had no relationship to her puerile passions. Fermina Daza hated her and everything that had to do with her more than anything in this world, and the mere memory of her false piety made scorpions crawl in her belly. Just the sight of her from the bathroom door was enough to revive the torture of school, the unbearable boredom of daily Mass, the terror of examinations, the servile diligence of the novices, all of that life distorted by the prism of spiritual poverty. Sister Franca de la Luz, on the other hand, greeted her with a joy that seemed sincere. She was surprised at how much she had grown and matured, and she praised the good judgment with which she managed the house, the good taste evident in the patio, the brazier filled with orange blossoms. She ordered the novice to wait for her without getting too close to the crows, who in a careless moment might peck out her eyes, and she looked for a private spot where she could sit down and talk alone with Fermina, who invited her into the drawing room."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
05:00|"five o’clock in the morning"|"The Archbishop did not come. So the siege might have ended that day if Hildebranda Sánchez had not arrived to spend Christmas with her cousin, and life changed for both of them. They met her on the schooner from Riohacha at five o’clock in the morning, surrounded by a crowd of passengers half dead from seasickness, but she walked off the boat radiant, very much a woman, and excited after the bad night at sea. She arrived with crates of live turkeys and all the fruits of her fertile lands so that no one would lack for food during her visit. Lisímaco Sánchez, her father, sent a message asking if they needed musicians for their holiday parties, because he had the best at his disposal, and he promised to send a load of fireworks later on. He also announced that he could not come for his daughter before March, so there was plenty of time for them to enjoy life."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
06:00|"six in the morning"|"What most struck Hildebranda was her cousin’s solitude. She seemed, she told her, an old maid of twenty. Accustomed to large scattered families in houses where no one was certain how many people were living or eating at any given time, Hildebranda could not imagine a girl her age reduced to the cloister of a private life. That was true: from the time she awoke at six in the morning until she turned out the light in the bedroom, Fermina Daza devoted herself to killing time. Life was imposed on her from outside. First, at the final rooster crow, the milkman woke her with his rapping on the door knocker. Then came the knock of the fishwife with her box of red snappers dying on a bed of algae, the sumptuous fruit sellers with vegetables from María la Baja and fruit from San Jacinto. And then, for the rest of the day, everyone knocked at the door: beggars, girls with lottery tickets, the Sisters of Charity, the knife grinder with the gossip, the man who bought bottles, the man who bought old gold, the man who bought newspapers, the fake gypsies who offered to read one’s destiny in cards, in the lines of one’s palm, in coffee grounds, in the water in washbasins. Gala Placidia spent the week opening and closing the street door to say no, another day, or shouting from the balcony in a foul humor to stop bothering us, damn it, we already bought everything we need. She had replaced Aunt Escolástica with so much fervor and so much grace that Fermina confused them to the point of loving her. She had the obsessions of a slave. Whenever she had free time she would go to the work-room to iron the linens; she kept them perfect, she kept them in cupboards with lavender, and she ironed and folded not only what she had just washed but also what might have lost its brightness through disuse. With the same care she continued to maintain the wardrobe of Fermina Sánchez, Fermina’s mother, who had died fourteen years before. But Fermina Daza was the one who made the decisions. She ordered what they would eat, what they would buy, what had to be done in every circumstance, and in that way she determined the life in a house where in reality nothing had to be determined. When she finished washing the cages and feeding the birds, and making certain that the flowers wanted for nothing, she was at a loss. Often, after she was expelled from school, she would fall asleep at siesta and not wake up until the next day. The painting classes were only a more amusing way to kill time."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
22:00|"ten o’clock at night"|"Her relationship with her father had lacked affection since the expulsion of Aunt Escolástica, although they had found the way to live together without bothering each other. When she awoke, he had already gone to his business. He rarely missed the ritual of lunch, although he almost never ate, for the aperitifs and Galician appetizers at the Parish Café satisfied him. He did not eat supper either: they left his meal on the table, everything on one plate covered by another, although they knew that he would not eat it until the next day when it was reheated for his breakfast. Once a week he gave his daughter money for expenses, which he calculated with care and she administered with rigor, but he listened with pleasure to any request she might make for unforeseen expenses. He never questioned a penny she spent, he never asked her for any explanations, but she behaved as if she had to make an accounting before the Tribunal of the Holy Office. He had never spoken to her about the nature or condition of his business, and he had never taken her to his offices in the port, which were in a location forbidden to decent young ladies even if accompanied by their fathers. Lorenzo Daza did not come home before ten o’clock at night, which was the curfew hour during the less critical periods of the wars. Until that time he would stay at the Parish Café, playing one game or another, for he was an expert in all salon games and a good teacher as well. He always came home sober, not disturbing his daughter, despite the fact that he had his first anisette when he awoke and continued chewing the end of his unlit cigar and drinking at regular intervals throughout the day. One night, however, Fermina heard him come in. She heard his cossack’s step on the stair, his heavy breathing in the second-floor hallway, his pounding with the flat of his hand on her bedroom door. She opened it, and for the first time she was frightened by his twisted eye and the slurring of his words."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
00:00|Midnight|"On Christmas Eve they went to Midnight Mass in the Cathedral. Fermina sat where she used to hear Florentino Ariza’s confidential music with greatest clarity, and she showed her cousin the exact spot where, on a night like this, she had seen his frightened eyes up close for the first time. They ventured alone as far as the Arcade of the Scribes, they bought sweets, they were amused in the shop that sold fancy paper, and Fermina Daza showed her cousin the place where she suddenly discovered that her love was nothing more than an illusion. She herself had not realized that every step she took from her house to school, every spot in the city, every moment of her recent past, did not seem to exist except by the grace of Florentino Ariza. Hildebranda pointed this out to her, but she did not admit it because she never would have admitted that Florentino Ariza, for better or for worse, was the only thing that had ever happened to her in her life."|"Love in the Time of Cholera"|"Gabriel Garcia Marquez"
