"ap 08:00"|"eight o’clock"|"Mrs. Ferrars died on the night of the 16th–17th September—a Thursday. I was sent for at eight o’clock on the morning of Friday the 17th. There was nothing to be done. She had been dead some hours."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"I saw now the insistence of her question the other day. If only Ackroyd could have been proved to have been killed before a quarter to ten, and not after."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap ~ 10:00"|"about ten o’clock"|"“And stayed there until when?”
“Until about ten o’clock.”
“Is there anyone who can prove that?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:00"|"Nine o’clock"|"“It will be the best plan,” agreed the little Belgian. “This evening I shall want mademoiselle—I beg her pardon, madame—to attend my little reunion. Nine o’clock at my house. It is most necessary that she should be there.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap > 08:00"|"past eight o’clock"|"I was obliged to go out to a case at some distance away, and it was past eight o’clock when I got back, to be greeted with a plate of hot dinner on a tray, and the announcement that Poirot and my sister had supped together at half past seven, and that the former had then gone to my workshop to finish his reading of the manuscript."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 07:30"|"half past seven"|"I was obliged to go out to a case at some distance away, and it was past eight o’clock when I got back, to be greeted with a plate of hot dinner on a tray, and the announcement that Poirot and my sister had supped together at half past seven, and that the former had then gone to my workshop to finish his reading of the manuscript."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“I will start at the beginning. When Miss Ackroyd asked me to investigate the case, I went up to Fernly Park with the good Doctor Sheppard. I walked with him along the terrace, where I was shown the footprints on the windowsill. From there Inspector Raglan took me along the path which leads to the drive. My eye was caught by a little summerhouse, and I searched it thoroughly. I found two things—a scrap of starched cambric and an empty goose quill. The scrap of cambric immediately suggested to me a maid’s apron. When Inspector Raglan showed me his list of the people in the house, I noticed at once that one of the maids—Ursula Bourne, the parlourmaid—had no real alibi. According to her own story, she was in her bedroom from nine-thirty until ten. But supposing that instead she was in the summerhouse? If so, she must have gone there to meet someone. Now we know from Dr. Sheppard that someone from outside did come to the house that night—the stranger whom he met just by the gate. At first glance it would seem that our problem was solved, and that the stranger went to the summerhouse to meet Ursula Bourne. It was fairly certain that he did go to the summerhouse because of the goose quill. That suggested at once to my mind a taker of drugs—and one who had acquired the habit on the other side of the Atlantic where sniffing ‘snow’ is more common than in this country. The man whom Dr. Sheppard met had an American accent, which fitted in with that supposition."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 10:00"|ten|"“I will start at the beginning. When Miss Ackroyd asked me to investigate the case, I went up to Fernly Park with the good Doctor Sheppard. I walked with him along the terrace, where I was shown the footprints on the windowsill. From there Inspector Raglan took me along the path which leads to the drive. My eye was caught by a little summerhouse, and I searched it thoroughly. I found two things—a scrap of starched cambric and an empty goose quill. The scrap of cambric immediately suggested to me a maid’s apron. When Inspector Raglan showed me his list of the people in the house, I noticed at once that one of the maids—Ursula Bourne, the parlourmaid—had no real alibi. According to her own story, she was in her bedroom from nine-thirty until ten. But supposing that instead she was in the summerhouse? If so, she must have gone there to meet someone. Now we know from Dr. Sheppard that someone from outside did come to the house that night—the stranger whom he met just by the gate. At first glance it would seem that our problem was solved, and that the stranger went to the summerhouse to meet Ursula Bourne. It was fairly certain that he did go to the summerhouse because of the goose quill. That suggested at once to my mind a taker of drugs—and one who had acquired the habit on the other side of the Atlantic where sniffing ‘snow’ is more common than in this country. The man whom Dr. Sheppard met had an American accent, which fitted in with that supposition."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“But I was held up by one point. The times did not fit. Ursula Bourne could certainly not have gone to the summerhouse before nine-thirty, whereas the man must have got there by a few minutes past nine. I could, of course, assume that he waited there for half an hour. The only alternative supposition was that there had been two separate meetings in the summerhouse that night. Eh bien, as soon as I went into that alternative I found several significant facts. I discovered that Miss Russell, the housekeeper, had visited Dr. Sheppard that morning, and had displayed a good deal of interest in cures for victims of the drug habit. Taking that in conjunction with the goose quill, I assumed that the man in question came to Fernly to meet the housekeeper, and not Ursula Bourne. Who, then, did Ursula Bourne come to the rendezvous to meet? I was not long in doubt. First I found a ring—a wedding ring—with ‘From R.’ and a date inside it. Then I learnt that Ralph Paton had been seen coming up the path which led to the summerhouse at twenty-five minutes past nine, and I also heard of a certain conversation which had taken place in the wood near the village that very afternoon—a conversation between Ralph Paton and some unknown girl. So I had my facts succeeding each other in a neat and orderly manner. A secret marriage, an engagement announced on the day of the tragedy, the stormy interview in the wood, and the meeting arranged for the summerhouse that night."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap > 09:00"|"a few minutes past nine"|"“But I was held up by one point. The times did not fit. Ursula Bourne could certainly not have gone to the summerhouse before nine-thirty, whereas the man must have got there by a few minutes past nine. I could, of course, assume that he waited there for half an hour. The only alternative supposition was that there had been two separate meetings in the summerhouse that night. Eh bien, as soon as I went into that alternative I found several significant facts. I discovered that Miss Russell, the housekeeper, had visited Dr. Sheppard that morning, and had displayed a good deal of interest in cures for victims of the drug habit. Taking that in conjunction with the goose quill, I assumed that the man in question came to Fernly to meet the housekeeper, and not Ursula Bourne. Who, then, did Ursula Bourne come to the rendezvous to meet? I was not long in doubt. First I found a ring—a wedding ring—with ‘From R.’ and a date inside it. Then I learnt that Ralph Paton had been seen coming up the path which led to the summerhouse at twenty-five minutes past nine, and I also heard of a certain conversation which had taken place in the wood near the village that very afternoon—a conversation between Ralph Paton and some unknown girl. So I had my facts succeeding each other in a neat and orderly manner. A secret marriage, an engagement announced on the day of the tragedy, the stormy interview in the wood, and the meeting arranged for the summerhouse that night."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:25"|"twenty-five minutes past nine"|"“But I was held up by one point. The times did not fit. Ursula Bourne could certainly not have gone to the summerhouse before nine-thirty, whereas the man must have got there by a few minutes past nine. I could, of course, assume that he waited there for half an hour. The only alternative supposition was that there had been two separate meetings in the summerhouse that night. Eh bien, as soon as I went into that alternative I found several significant facts. I discovered that Miss Russell, the housekeeper, had visited Dr. Sheppard that morning, and had displayed a good deal of interest in cures for victims of the drug habit. Taking that in conjunction with the goose quill, I assumed that the man in question came to Fernly to meet the housekeeper, and not Ursula Bourne. Who, then, did Ursula Bourne come to the rendezvous to meet? I was not long in doubt. First I found a ring—a wedding ring—with ‘From R.’ and a date inside it. Then I learnt that Ralph Paton had been seen coming up the path which led to the summerhouse at twenty-five minutes past nine, and I also heard of a certain conversation which had taken place in the wood near the village that very afternoon—a conversation between Ralph Paton and some unknown girl. So I had my facts succeeding each other in a neat and orderly manner. A secret marriage, an engagement announced on the day of the tragedy, the stormy interview in the wood, and the meeting arranged for the summerhouse that night."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“Incidentally this proved to me one thing, that both Ralph Paton and Ursula Bourne (or Paton) had the strongest motives for wishing Mr. Ackroyd out of the way. And it also made one other point unexpectedly clear. It could not have been Ralph Paton who was with Mr. Ackroyd in the study at nine-thirty."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“So we come to another and most interesting aspect of the crime. Who was it in the room with Mr. Ackroyd at nine-thirty? Not Ralph Paton, who was in the summerhouse with his wife. Not Charles Kent, who had already left. Who, then? I posed my cleverest—my most audacious question: Was anyone with him?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“All the same,” he remarked, “this discovery of yours, brilliant though it is (I’m quite sure I should never have thought of it), leaves the essential position unchanged. Mr. Ackroyd was alive at nine-thirty, since he was speaking into the dictaphone. It seems clear that the man Charles Kent was really off the premises by then. As to Ralph Paton—?”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap < 09:45"|"just before a quarter to ten"|"“Ralph and I parted just before a quarter to ten. He never went near the house, I am sure of that. He had no intention of doing so. The last thing on earth he wanted was to face his stepfather. He would have funked it badly.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap ~ 09:45"|"about nine forty-five"|"“You know it already,” said Ralph. “There’s very little for me to tell. I left the summerhouse about nine forty-five, and tramped about the lanes, trying to make up my mind as to what to do next—what line to take. I’m bound to admit that I’ve not the shadow of an alibi, but I give you my solemn word that I never went to the study, that I never saw my stepfather alive—or dead. Whatever the world thinks, I’d like all of you to believe me.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“You are like Mr. Raymond. You take it for granted that what was heard at nine-thirty was Mr. Ackroyd’s voice speaking into a dictaphone. But consider this useful invention for a little minute. You dictate into it, do you not? And at some later time a secretary or a typist turns it on, and the voice speaks again.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"“Yes, I meant that. At nine-thirty Mr. Ackroyd was already dead. It was the dictaphone speaking—not the man.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 08:50"|"ten minutes to nine"|"“But yes. You will remember that everyone agreed—you yourself included—that it took five minutes to walk from the lodge to the house—less if you took the short cut to the terrace. But you left the house at ten minutes to nine—both by your own statement and that of Parker, and yet it was nine o’clock when you passed through the lodge gates. It was a chilly night—not an evening a man would be inclined to dawdle; why had you taken ten minutes to do a five minutes’ walk? All along I realized that we had only your statement for it that the study window was ever fastened. Ackroyd asked you if you had done so—he never looked to see. Supposing, then, that the study window was unfastened? Would there be time in that ten minutes for you to run round the outside of the house, change your shoes, climb in through the window, kill Ackroyd, and get to the gate by nine o’clock? I decided against that theory since in all probability a man as nervous as Ackroyd was that night would hear you climbing in, and then there would have been a struggle. But supposing that you killed Ackroyd before you left—as you were standing beside his chair? Then you go out of the front door, run round to the summerhouse, take Ralph Paton’s shoes out of the bag you brought up with you that night, slip them on, walk through the mud in them, and leave prints on the window ledge, you climb in, lock the study door on the inside, run back to the summerhouse, change back into your own shoes, and race down to the gate. (I went through similar actions the other day, when you were with Mrs. Ackroyd—it took ten minutes exactly.) Then home—and an alibi—since you had timed the dictaphone for half past nine.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:00"|"nine o’clock"|"“But yes. You will remember that everyone agreed—you yourself included—that it took five minutes to walk from the lodge to the house—less if you took the short cut to the terrace. But you left the house at ten minutes to nine—both by your own statement and that of Parker, and yet it was nine o’clock when you passed through the lodge gates. It was a chilly night—not an evening a man would be inclined to dawdle; why had you taken ten minutes to do a five minutes’ walk? All along I realized that we had only your statement for it that the study window was ever fastened. Ackroyd asked you if you had done so—he never looked to see. Supposing, then, that the study window was unfastened? Would there be time in that ten minutes for you to run round the outside of the house, change your shoes, climb in through the window, kill Ackroyd, and get to the gate by nine o’clock? I decided against that theory since in all probability a man as nervous as Ackroyd was that night would hear you climbing in, and then there would have been a struggle. But supposing that you killed Ackroyd before you left—as you were standing beside his chair? Then you go out of the front door, run round to the summerhouse, take Ralph Paton’s shoes out of the bag you brought up with you that night, slip them on, walk through the mud in them, and leave prints on the window ledge, you climb in, lock the study door on the inside, run back to the summerhouse, change back into your own shoes, and race down to the gate. (I went through similar actions the other day, when you were with Mrs. Ackroyd—it took ten minutes exactly.) Then home—and an alibi—since you had timed the dictaphone for half past nine.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|"half past nine"|"“But yes. You will remember that everyone agreed—you yourself included—that it took five minutes to walk from the lodge to the house—less if you took the short cut to the terrace. But you left the house at ten minutes to nine—both by your own statement and that of Parker, and yet it was nine o’clock when you passed through the lodge gates. It was a chilly night—not an evening a man would be inclined to dawdle; why had you taken ten minutes to do a five minutes’ walk? All along I realized that we had only your statement for it that the study window was ever fastened. Ackroyd asked you if you had done so—he never looked to see. Supposing, then, that the study window was unfastened? Would there be time in that ten minutes for you to run round the outside of the house, change your shoes, climb in through the window, kill Ackroyd, and get to the gate by nine o’clock? I decided against that theory since in all probability a man as nervous as Ackroyd was that night would hear you climbing in, and then there would have been a struggle. But supposing that you killed Ackroyd before you left—as you were standing beside his chair? Then you go out of the front door, run round to the summerhouse, take Ralph Paton’s shoes out of the bag you brought up with you that night, slip them on, walk through the mud in them, and leave prints on the window ledge, you climb in, lock the study door on the inside, run back to the summerhouse, change back into your own shoes, and race down to the gate. (I went through similar actions the other day, when you were with Mrs. Ackroyd—it took ten minutes exactly.) Then home—and an alibi—since you had timed the dictaphone for half past nine.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
05:00|"Five a.m."|"Five a.m. I am very tired—but I have finished my task. My arm aches from writing."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 08:40"|"twenty minutes to nine"|"“The letters were brought in at twenty minutes to nine. It was just on ten minutes to nine when I left him, the letter still unread. I hesitated with my hand on the door handle, looking back and wondering if there was anything I had left undone.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 08:50"|"ten minutes to nine"|"“The letters were brought in at twenty minutes to nine. It was just on ten minutes to nine when I left him, the letter still unread. I hesitated with my hand on the door handle, looking back and wondering if there was anything I had left undone.”"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:30"|nine-thirty|"When I looked round the room from the door, I was quite satisfied. Nothing had been left undone. The dictaphone was on the table by the window, timed to go off at nine-thirty (the mechanism of that little device was rather clever—based on the principle of an alarm clock), and the armchair was pulled out so as to hide it from the door."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 09:45"|"quarter to ten"|"I wish I could have known beforehand that Flora was going to say she’d seen her uncle alive at a quarter to ten. That puzzled me more than I can say. In fact, all through the case there have been things that puzzled me hopelessly. Everyone seems to have taken a hand."|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 04:50"|4:50|"A Pocket Full of Rye
4:50 From Paddington
The Mirror Crack’d"|"The Murder of Roger Ackroyd"|"Agatha Christie"
"ap 04:50"|4:50|"A Pocket Full of Rye
4:50 from Paddington
The Mirror Crack’d"|"The Murder of Roger Ackroyd"|"Agatha Christie"
