"ap 07:30"|"half-past seven"|"This year it was held in the large hall of the University Y. M. C. A., a moral apartment with red wall paper, portraits of whiskered alumni who had gone out to be missionaries, and long thin pine boxes intended to resemble exposed oak beams. About the famous guests—Dr. Rouncefield the Chicago surgeon, a diabetes specialist from Omaha, a Pittsburgh internist—stood massed the faculty members. They tried to look festal, but they were worn and nervous after four months of school. They had wrinkles and tired eyes. They were all in business suits, mostly unpressed. They sounded scientific and interested; they used words like phlebarteriectasia and hepatocholangio-enterostomy, and they asked the guests, “So you just been in Rochester? What’s, uh, what’re Charley and Will doing in orthopedics?” But they were full of hunger and melancholy. It was half-past seven, and they who did not normally dine at seven, dined at six-thirty."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"“Sandy, don’t you know I haven’t any life outside of you? I might’ve had, but honestly, I’ve been glad to let you absorb me. I’m a lazy, useless, ignorant scut, except as maybe I keep you comfortable. If you were off there, and I didn’t know you were all right, or if you died and somebody else cared for your body that I’ve loved so—haven’t I loved it, dear?—I’d go mad. I mean it—can’t you see I mean it—I’d go mad! It’s just—I’m you, and I got to be with you. And I will help you! Make your media and everything. You know how often I’ve helped you. Oh, I’m not much good at McGurk, with all your awful’ complicated jiggers, but I did help you at Nautilus—I did help you, didn’t I?—and maybe in St. Hubert”—her voice was the voice of women in midnight terror—“maybe you won’t find anybody that can help you even my little bit, and I’ll cook and everything—”"|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"The meeting was set for a week ahead . . . with scores dying every day. While he waited for it Martin manufactured more phage and helped Sondelius murder rats, and Leora listened to the midnight debates of the two men and tried to make them acknowledge that it had been wise to let her come. Inchcape Jones offered to Martin the position of Government bacteriologist, but he refused lest he be sidetracked."|Arrowsmith|"Sinclair Lewis"
"> 00:00"|"after midnight"|"They charged on the village, drove out the healthy, carried the sick on litters, settled them all in tents in a pasture up the valley, and after midnight they burned the town."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"Stokes himself, with Twyford, carried on the experiment and kept the notes Martin should have kept. By evening, after working fourteen or fifteen hours since dawn, Stokes would hasten to St. Swithin’s by motor-cycle—he hated the joggling and the lack of dignity and he found it somewhat dangerous to take curving hill-roads at sixty miles an hour, but this was the quickest way, and till midnight he conferred with Twyford, gave him orders for the next day, arranged his clumsy annotations, and marveled at his grim meekness."|Arrowsmith|"Sinclair Lewis"
"> 00:00"|"after midnight"|"With the heat and the threat of hurricanes, there were few first-class passengers on the St. Buryan, and most of these did not count, because they were not jolly, decent Yankee tourists but merely South Americans. As tourists do when their minds have been broadened and enriched by travel, when they return to New Jersey or Wisconsin with the credit of having spent a whole six months in the West Indies and South America, the respectable remnant studied one another fastidiously, and noted the slim pale man who seemed so restless, who all day trudged round the deck, who after midnight was seen standing by himself at the rail."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"The party ended with Mrs. Edwards’ celebrated doughnuts. Martin tramped toward his boarding house through a veiled spring night. The discussion of Gottlieb had roused him to a reasonless excitement. He thought of working in a laboratory at night, alone, absorbed, contemptuous of academic success and of popular classes. Himself, he believed, he had never seen the man, but he knew that Gottlieb’s laboratory was in the Main Medical Building. He drifted toward the distant medical campus. The few people whom he met were hurrying with midnight timidity. He entered the shadow of the Anatomy Building, grim as a barracks, still as the dead men lying up there in the dissecting room. Beyond him was the turreted bulk of the Main Medical Building, a harsh and blurry mass, high up in its dark wall a single light. He started. The light had gone out abruptly, as though an agitated watcher were trying to hide from him."|Arrowsmith|"Sinclair Lewis"
"< 12:00"|"Before noon"|"But before morning, taking two suitcases and a bag of his roughest clothes, leaving for her a tender note which was the hardest thing he had ever written, kissing his son and muttering, “Come to me when you grow up, old man,” he went to a cheap side street hotel. As he stretched on the rickety iron bed, he grieved for their love. Before noon he had gone to the Institute, resigned, taken certain of his own apparatus and notes and books and materials, refused to answer a telephone call from Joyce, and caught a train for Vermont."|Arrowsmith|"Sinclair Lewis"
03:00|"three in the morning"|"Martin worried as much over what he considered his treachery to Clif Clawson as over his desertion of Joyce and John, but this worrying he did only when he could not sleep. Regularly, at three in the morning, he brought both Joyce and honest Clif to Birdies’ Rest; and regularly, at six, when he was frying bacon, he forgot them."|Arrowsmith|"Sinclair Lewis"
"ap 06:00"|six|"Martin worried as much over what he considered his treachery to Clif Clawson as over his desertion of Joyce and John, but this worrying he did only when he could not sleep. Regularly, at three in the morning, he brought both Joyce and honest Clif to Birdies’ Rest; and regularly, at six, when he was frying bacon, he forgot them."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"He raced home in adoration. As he lay in his narrow upper bunk at midnight, he saw her eyes, now impertinent, now reproving, now warm with trust in him. “I love her! I love her! I’ll phone her—Wonder if I dare call her up as early as eight in the morning?”"|Arrowsmith|"Sinclair Lewis"
08:00|"eight in the morning"|"He raced home in adoration. As he lay in his narrow upper bunk at midnight, he saw her eyes, now impertinent, now reproving, now warm with trust in him. “I love her! I love her! I’ll phone her—Wonder if I dare call her up as early as eight in the morning?”"|Arrowsmith|"Sinclair Lewis"
"ap 02:00"|two|"The night before his special examination they kept him at it till two, with wet towels, black coffee, prayer, and profanity. They repeated lists—lists—lists to him; they shook their fists in his mournful red round face and howled, “Damn you, will you remember that the bicuspid valve is the same as the mitral valve and not another one?” They ran about the room, holding up their hands and wailing, “Won’t he never remember nothing about nothing?” and charged back to purr with fictive calm, “Now no use getting fussed, Fatty. Take it easy. Just listen to this, quietly, will yuh, and try,” coaxingly, “do try to remember one thing, anyway!”"|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"Even the Reverend Ira Hinkley, since he had witnessed the horrors of the midnight before, went his ways ignoring the crime. It was Fatty himself who protested: “Gee, I don’t like to cheat. I don’t think a fellow that can’t get through an examination had hardly ought to be allowed to practice medicine. That’s what my Dad said.”"|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"“I shall have,” said Gottlieb, “a little sandwich in my room at midnight. If you should happen to work so late, I should be very pleast if you would come to have a bite.”"|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"Diffidently, Martin crossed the hall to Gottlieb’s immaculate laboratory at midnight. On the bench were coffee and sandwiches, curiously small and excellent sandwiches, foreign to Martin’s lunch-room taste."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"When he had left Gottlieb at his stupid brown little house, his face as reticent as though the midnight supper and all the rambling talk had never happened, Martin ran home altogether drunk."|Arrowsmith|"Sinclair Lewis"
"ap 08:00"|"eight-o’clock"|"With a home and a chaperone, Madeline began to “entertain”: eight-o’clock parties with coffee, chocolate cake, chicken salad, and word-games. She invited Martin, but he was jealous of his evenings, beautiful evenings of research. The first affair to which she enticed him was her big New Year’s Party in January. They “did advertisements”—guessed at tableaux representing advertising pictures; they danced to the phonograph; and they had not merely a lap-supper but little tables excessively covered with doilies."|Arrowsmith|"Sinclair Lewis"
"ap 10:00"|"ten o’clock"|"In Mohalis, the suitable time for young men callers to depart is ten o’clock, but from eight till a quarter after eleven Martin did battle with Mrs. Fox; talked to her in two languages, an audible gossip and a mute but furious protest, while Madeline—she was present; she sat about and looked pretty. In an equally silent tongue Mrs. Fox answered him, till the room was thick with their antagonism, while they seemed to be discussing the weather, the University, and the trolley service into Zenith."|Arrowsmith|"Sinclair Lewis"
"ap 08:00"|eight|"In Mohalis, the suitable time for young men callers to depart is ten o’clock, but from eight till a quarter after eleven Martin did battle with Mrs. Fox; talked to her in two languages, an audible gossip and a mute but furious protest, while Madeline—she was present; she sat about and looked pretty. In an equally silent tongue Mrs. Fox answered him, till the room was thick with their antagonism, while they seemed to be discussing the weather, the University, and the trolley service into Zenith."|Arrowsmith|"Sinclair Lewis"
"ap 11:15"|"quarter after eleven"|"In Mohalis, the suitable time for young men callers to depart is ten o’clock, but from eight till a quarter after eleven Martin did battle with Mrs. Fox; talked to her in two languages, an audible gossip and a mute but furious protest, while Madeline—she was present; she sat about and looked pretty. In an equally silent tongue Mrs. Fox answered him, till the room was thick with their antagonism, while they seemed to be discussing the weather, the University, and the trolley service into Zenith."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"He had immunized rabbits to typhoid, and he believed that if he mixed serum taken from these immune animals with typhoid germs, the germs would die. Unfortunately—he felt—the germs grew joyfully. He was troubled; he was sure that his technique had been clumsy; he performed his experiment over and over, working till midnight, waking at dawn to ponder on his notes. (Though in letters to Madeline his writing was an inconsistent scrawl, in his laboratory notes it was precise.) When he was quite sure that Nature was persisting in doing something she ought not to, he went guiltily to Gottlieb, protesting, “The darn bugs ought to die in this immune serum, but they don’t. There’s something wrong with the theories.”"|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"Sound of mating birds, sound of spring blossoms dropping in the tranquil air, the bark of sleepy dogs at midnight; who is to set them down and make them anything but hackneyed? And as natural, as conventional, as youthfully gauche, as eternally beautiful and authentic as those ancient sounds was the talk of Martin and Leora in that passionate half-hour when each found in the other a part of his own self, always vaguely missed, discovered now with astonished joy. They rattled like hero and heroine of a sticky tale, like sweat-shop operatives, like bouncing rustics, like prince and princess. Their words were silly and inconsequential, heard one by one, yet taken together they were as wise and important as the tides or the sounding wind."|Arrowsmith|"Sinclair Lewis"
00:00|midnight|"He told her that he admired Max Gottlieb, that he had crossed her North Dakota on a train, and that he was an excellent hockey player. She told him that she “adored” vaudeville, that her father, Andrew Jackson Tozer, was born in the East (by which she meant Illinois), and that she didn’t particularly care for nursing. She had no especial personal ambition; she had come here because she liked adventure. She hinted, with debonair regret, that she was not too popular with the superintendent of nurses; she meant to be good but somehow she was always dragged into rebellions connected with midnight fudge or elopements. There was nothing heroic in her story but from her placid way of telling it he had an impression of gay courage."|Arrowsmith|"Sinclair Lewis"
"ap 06:45"|"quarter to seven"|"All the way back to Mohalis he alternately raged and rejoiced. He informed himself that he was a moron to make this long trip into Zenith twice in one day; he remembered that he was engaged to a girl called Madeline Fox; he worried the matter of unfaithfulness; he asserted that Leora Tozer was merely an imitation nurse who was as illiterate as a kitchen wench and as impertinent as a newsboy; he decided, several times he decided, to telephone her and free himself from the engagement.
He was at the hospital at a quarter to seven.
He had to wait for twenty minutes in a reception room like that of an undertaker. He was in a panic. What was he doing here? She’d probably be agonizingly dull, through a whole long dinner. Would he even recognize her, in mufti? Then he leaped up. She was at the door. Her sulky blue uniform was gone; she was childishly slim and light in a princess frock that was a straight line from high collar and soft young breast to her feet. It seemed natural to tuck her hand under his arm as they left the hospital. She moved beside him with a little dancing step, shyer now than she had been in the dignity of her job but looking up at him with confidence."|Arrowsmith|"Sinclair Lewis"
"~ 16:30"|"evening prayer"|"He came to know all of Leora’s background. Her bed-ridden grand-aunt in Zenith, who was her excuse for coming so far to take hospital training. The hamlet of Wheatsylvania, North Dakota; one street of shanties with the red grain elevators at the end. Her father, Andrew Jackson Tozer, sometimes known as Jackass Tozer; owner of the bank, of the creamery, and an elevator, therefore the chief person in town; pious at Wednesday evening prayer meeting, fussing over every penny he gave to Leora or her mother. Bert Tozer, her brother; squirrel teeth, a gold eye-glass chain over his ear, cashier and all the rest of the staff in the one-room bank owned by his father. The chicken salad and coffee suppers at the United Brethren Church; German Lutheran farmers singing ancient Teutonic hymns; the Hollanders, the Bohemians and Poles. And round about the village, the living wheat, arched above by tremendous clouds. He saw Leora, always an “odd child,” doing obediently enough the flat household tasks but keeping snug the belief that someday she would find a youngster with whom, in whatever danger or poverty, she would behold all the colored world."|Arrowsmith|"Sinclair Lewis"
"ap 11:30"|"Half-past eleven"|"At the Zenith General Hospital he got the night superintendent, and the night Superintendent was a man frosty and suspicious. “This is no time to be calling up a probationer! Half-past eleven! Who are you, anyway?”"|Arrowsmith|"Sinclair Lewis"
"ap 00:30"|twelve-thirty|"“Leora? Sandy. Meet me Grand lobby tomorrow, twelve-thirty. Must! Important! Fix ’t somehow—your aunt’s sick.”"|Arrowsmith|"Sinclair Lewis"
"ap 11:00"|"eleven o’clock"|"Vaguely, “Oh, I’d love to but—I have an eleven o’clock, and I don’t like to cut it, and I promised May Harmon to go shopping with her—she’s looking for some kind of shoes that you can wear with her pink crêpe de chine but that you can walk in—and we sort of thought maybe we might lunch at Ye Kollege Karavanserai—and I’d half planned to go to the movies with her or somebody, Mother says that new Alaska film is simply dandy, she saw it tonight, and I thought I might go see it before they take it off, though Heaven knows I ought to come right home and study and not go anywhere at all—”"|Arrowsmith|"Sinclair Lewis"
"ap 11:40"|eleven-forty|"“Why, of course I trust you, dear. All right, I’ll try to be there. The eleven-forty?”"|Arrowsmith|"Sinclair Lewis"
"> 00:00"|"after midnight"|"It was regarded as immoral, at the University of Winnemac, to dance after midnight, and at that hour the guests crowded into the Imperial Cafeteria. Ordinarily it closed at eight, but tonight it kept open till one, and developed a spirit of almost lascivious mirth. Fatty Pfaff did a jig, another humorous student, with a napkin over his arm, pretended to be a waiter, and a girl (but she was much disapproved) smoked a cigarette."|Arrowsmith|"Sinclair Lewis"
"ap 08:00"|eight|"It was regarded as immoral, at the University of Winnemac, to dance after midnight, and at that hour the guests crowded into the Imperial Cafeteria. Ordinarily it closed at eight, but tonight it kept open till one, and developed a spirit of almost lascivious mirth. Fatty Pfaff did a jig, another humorous student, with a napkin over his arm, pretended to be a waiter, and a girl (but she was much disapproved) smoked a cigarette."|Arrowsmith|"Sinclair Lewis"
"ap 01:00"|one|"It was regarded as immoral, at the University of Winnemac, to dance after midnight, and at that hour the guests crowded into the Imperial Cafeteria. Ordinarily it closed at eight, but tonight it kept open till one, and developed a spirit of almost lascivious mirth. Fatty Pfaff did a jig, another humorous student, with a napkin over his arm, pretended to be a waiter, and a girl (but she was much disapproved) smoked a cigarette."|Arrowsmith|"Sinclair Lewis"
"ap 11:15"|"quarter after eleven"|"Martin was in a mood of determined hospitality. He was going to give them supper and that was all there was to it. Miss Byers explained that they had to be in the hospital by a quarter after eleven, but Leora said lazily, “Oh, I don’t care. I’ll slip in through a window. If you’re there in the morning, the Old Cat can’t prove you got in late.” Shaking her head at this lying wickedness, Miss Byers fled to a trolley car, while Leora, Angus, and Martin strolled to Epstein’s Alt Nuremberg Cafe for beer and Swiss cheese sandwiches flavored by the sight of German drinking mottos and papier-mâché armor."|Arrowsmith|"Sinclair Lewis"
"> 00:00"|"after midnight"|"Martin twitched with jealousy. He blurted that they must be going—Leora really had to be back—The trolleys ran infrequently after midnight and they walked to the hospital through hollow and sounding streets. Angus and Leora kept up a high-strung chatter, while Martin stalked beside them, silent, sulky, proud of being sulky. Skittering through a garage alley they came out on the mass of Zenith General Hospital, a block long, five stories of bleak windows with infrequent dim blotches of light. No one was about. The first floor was but five feet from the ground, and they lifted Leora up to the limestone ledge of a half-open corridor window. She slid in, whispering, “G’ night! Thanks!”"|Arrowsmith|"Sinclair Lewis"
