"ap 05:00"|"five o’clock"|"It was five o’clock on a winter’s morning in Syria. Alongside the platform at Aleppo stood the train grandly designated in railway guides as the Taurus Express. It consisted of a kitchen and dining car, a sleeping car and two local coaches."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:30"|1:30|"Alibi: Midnight to 2 a.m. Talked with MacQueen till 1:30. Went to own compartment and did not leave it. (Substantiated by MacQueen and conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
00:00|Midnight|"Alibi: Midnight to 2 a.m. Did not leave compartment. (Substantiated by MacQueen and conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: Midnight to 2 a.m. Did not leave compartment. (Substantiated by MacQueen and conductor.)"|"Murder on the Orient Express"|"Agatha Christie"
00:00|Midnight|"Motive: None known.
Alibi: Midnight to 2 a.m. (Vouched for by Edward Masterman.)
Evidence Against Him or Suspicious Circumstances: None, except that weapon used might be said to suit his temperament. (Vide M. Bouc.)"|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Motive: None known.
Alibi: Midnight to 2 a.m. (Vouched for by Edward Masterman.)
Evidence Against Him or Suspicious Circumstances: None, except that weapon used might be said to suit his temperament. (Vide M. Bouc.)"|"Murder on the Orient Express"|"Agatha Christie"
00:00|Midnight|"Motive: None.
Alibi: Midnight to 2 a.m. (Vouched for by Greta Ohlsson.)
Evidence Against Her or Suspicious Circumstances: and her refusal to explain same."|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Motive: None.
Alibi: Midnight to 2 a.m. (Vouched for by Greta Ohlsson.)
Evidence Against Her or Suspicious Circumstances: and her refusal to explain same."|"Murder on the Orient Express"|"Agatha Christie"
00:00|Midnight|"Alibi: Midnight to 2 a.m. (Vouched for by conductor and her mistress.) Went to bed. Was aroused by conductor at 12:38 approx. and went to mistress."|"Murder on the Orient Express"|"Agatha Christie"
02:00|"2 a.m."|"Alibi: Midnight to 2 a.m. (Vouched for by conductor and her mistress.) Went to bed. Was aroused by conductor at 12:38 approx. and went to mistress."|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:38"|12:38|"Alibi: Midnight to 2 a.m. (Vouched for by conductor and her mistress.) Went to bed. Was aroused by conductor at 12:38 approx. and went to mistress."|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"Note: The evidence of the passengers is supported by the statement of the conductor that no one entered or left Mr. Ratchett’s compartment between the hours of midnight to 1 o’clock (when he himself went into the next coach) and from 1:15 to 2 o’clock."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:00"|"1 o’clock"|"Note: The evidence of the passengers is supported by the statement of the conductor that no one entered or left Mr. Ratchett’s compartment between the hours of midnight to 1 o’clock (when he himself went into the next coach) and from 1:15 to 2 o’clock."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:00"|1|"Note: The evidence of the passengers is supported by the statement of the conductor that no one entered or left Mr. Ratchett’s compartment between the hours of midnight to 1 o’clock (when he himself went into the next coach) and from 1:15 to 2 o’clock."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:45"|"15 to 2 o’clock"|"Note: The evidence of the passengers is supported by the statement of the conductor that no one entered or left Mr. Ratchett’s compartment between the hours of midnight to 1 o’clock (when he himself went into the next coach) and from 1:15 to 2 o’clock."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|1:15|"The handkerchief marked with the initial H. Whose is it?
The pipe cleaner. Was it dropped by Colonel Arbuthnot? Or by someone else?
Who wore the scarlet kimono?
Who was the man or woman masquerading in Wagon Lit uniform?
Why do the hands of the watch point to 1:15?
Was the murder committed at that time?
Was it earlier?
Was it later?
Can we be sure that Ratchett was stabbed by more than one person?
What other explanation of his wounds can there be?


“Well, let us see what we can do,” said M. Bouc, brightening a little at this challenge to his wits. “The handkerchief to begin with. Let us by all means be orderly and methodical.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|1:15|"“No. 5—why do the hands of the broken watch point to 1:15? I can see two explanations of that. Either it was done by the murderer to establish an alibi and afterwards he was prevented from leaving the compartment when he meant to do so by hearing people moving about, or else—wait—I have an idea coming—”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|1:15|"“Does question No. 6 deal with it?” asked the doctor. “To that question—was the murder committed at that time—1:15—I answer, ‘No.’”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|1:15|"“Yes, but the question ‘Was it later?’ can also be answered in the affirmative. I agree with your theory, M. Bouc, and so, I think, does M. Poirot, although he does not wish to commit himself. The First Murderer came earlier than 1:15, the Second Murderer came after 1:15. And as regards the question of left-handedness, ought we not to take steps to ascertain which of the passengers is left-handed?”"|"Murder on the Orient Express"|"Agatha Christie"
"ap > 01:15"|"after 1:15"|"“Yes, but the question ‘Was it later?’ can also be answered in the affirmative. I agree with your theory, M. Bouc, and so, I think, does M. Poirot, although he does not wish to commit himself. The First Murderer came earlier than 1:15, the Second Murderer came after 1:15. And as regards the question of left-handedness, ought we not to take steps to ascertain which of the passengers is left-handed?”"|"Murder on the Orient Express"|"Agatha Christie"
"ap < 01:00"|"just before one o’clock"|"“The murder, let us say, would still have been discovered in all probability at the Italian frontier early this morning. Much of the same evidence would have been given to the Italian police. The threatening letters would have been produced by M. MacQueen, M. Hardman would have told his story, Mrs. Hubbard would have been eager to tell how a man passed through her compartment, the button would have been found. I imagine that two things only would have been different. The man would have passed through Mrs. Hubbard’s compartment just before one o’clock—and the Wagon Lit uniform would have been found cast off in one of the toilets.”"|"Murder on the Orient Express"|"Agatha Christie"
00:58|00:58|"“I mean that the murder was planned to look like an outside job. The assassin would have been presumed to have left the train at Brod, where the train is timed to arrive at 00:58. Somebody would probably have passed a strange Wagon Lit conductor in the corridor. The uniform would be left in a conspicuous place so as to show clearly just how the trick had been played. No suspicion would have been attached to the passengers. That, my friends, was how the affair was intended to appear to the outside world."|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|12:37|"“Now you all know the facts of the case. Mr. Ratchett was found stabbed this morning. He was last known to be alive at 12:37 last night, when he spoke to the Wagon Lit conductor through the door. A watch in his pyjama pocket was found to be badly dented and it had stopped at a quarter past one. Dr. Constantine, who examined the body when found, puts the time of death as having occurred between midnight and two in the morning. At half an hour after midnight, as you all know, the train ran into a snowdrift. After that time it was impossible for anyone to leave the train."|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“Now you all know the facts of the case. Mr. Ratchett was found stabbed this morning. He was last known to be alive at 12:37 last night, when he spoke to the Wagon Lit conductor through the door. A watch in his pyjama pocket was found to be badly dented and it had stopped at a quarter past one. Dr. Constantine, who examined the body when found, puts the time of death as having occurred between midnight and two in the morning. At half an hour after midnight, as you all know, the train ran into a snowdrift. After that time it was impossible for anyone to leave the train."|"Murder on the Orient Express"|"Agatha Christie"
00:00|midnight|"“Now you all know the facts of the case. Mr. Ratchett was found stabbed this morning. He was last known to be alive at 12:37 last night, when he spoke to the Wagon Lit conductor through the door. A watch in his pyjama pocket was found to be badly dented and it had stopped at a quarter past one. Dr. Constantine, who examined the body when found, puts the time of death as having occurred between midnight and two in the morning. At half an hour after midnight, as you all know, the train ran into a snowdrift. After that time it was impossible for anyone to leave the train."|"Murder on the Orient Express"|"Agatha Christie"
02:00|"two in the morning"|"“Now you all know the facts of the case. Mr. Ratchett was found stabbed this morning. He was last known to be alive at 12:37 last night, when he spoke to the Wagon Lit conductor through the door. A watch in his pyjama pocket was found to be badly dented and it had stopped at a quarter past one. Dr. Constantine, who examined the body when found, puts the time of death as having occurred between midnight and two in the morning. At half an hour after midnight, as you all know, the train ran into a snowdrift. After that time it was impossible for anyone to leave the train."|"Murder on the Orient Express"|"Agatha Christie"
00:30|"half an hour after midnight"|"“Now you all know the facts of the case. Mr. Ratchett was found stabbed this morning. He was last known to be alive at 12:37 last night, when he spoke to the Wagon Lit conductor through the door. A watch in his pyjama pocket was found to be badly dented and it had stopped at a quarter past one. Dr. Constantine, who examined the body when found, puts the time of death as having occurred between midnight and two in the morning. At half an hour after midnight, as you all know, the train ran into a snowdrift. After that time it was impossible for anyone to leave the train."|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:15"|"quarter past twelve"|"“There you have the explanation of the whole thing. Mr. Ratchett had ommitted to put his watch back an hour as he should have done at Tzaribrod. His watch still registered Eastern European time, which is one hour ahead of Central European time. It was a quarter past twelve when Mr. Ratchett was stabbed—not a quarter past one.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“There you have the explanation of the whole thing. Mr. Ratchett had ommitted to put his watch back an hour as he should have done at Tzaribrod. His watch still registered Eastern European time, which is one hour ahead of Central European time. It was a quarter past twelve when Mr. Ratchett was stabbed—not a quarter past one.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"twenty-three minutes to one"|"“But it is absurd, that explanation,” cried M. Bouc. “What of the voice that spoke from the compartment at twenty-three minutes to one. It was either the voice of Ratchett—or else of his murderer.”"|"Murder on the Orient Express"|"Agatha Christie"
"ap 01:15"|"quarter past one"|"“And here let me say just a word or two about times. To my mind, the really interesting point about the dented watch was the place where it was found—in Ratchett’s pyjama pocket, a singularly uncomfortable and unlikely place to keep one’s watch, especially as there is a watch ‘hook’ provided just by the head of the bed. I felt sure, therefore, that the watch had been deliberately placed in the pocket and faked. The crime, then, was not committed at a quarter past one."|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"twenty-three minutes to one"|"“Was it, then, committed earlier? To be exact, at twenty-three minutes to one? My friend M. Bouc advanced as an argument in favour of it the loud cry which awoke me from sleep. But if Ratchett were heavily drugged he could not have cried out. If he had been capable of crying out he would have been capable of making some kind of a struggle to defend himself, and there were no signs of any such struggle."|"Murder on the Orient Express"|"Agatha Christie"
"ap 00:37"|"twenty-three minutes to one"|"“I remembered that MacQueen had called attention, not once but twice (and the second time in a very blatant manner), to the fact that Ratchett could speak no French. I came to the conclusion that the whole business at twenty-three minutes to one was a comedy played for my benefit! Anyone might see through the watch business—it is a common enough device in detective stories. They assumed that I should see through it and that, pluming myself on my own cleverness, I would go on to assume that since Ratchett spoke no French the voice I heard at twenty-three minutes to one could not be his, and that Ratchett must be already dead. But I am convinced that at twenty-three minutes to one Ratchett was still lying in his drugged sleep."|"Murder on the Orient Express"|"Agatha Christie"
"ap 02:00"|"two o’clock"|"“In my opinion, and this is only an opinion, Ratchett was killed at some time very close upon two o’clock, the latest hour the doctor gives us as possible."|"Murder on the Orient Express"|"Agatha Christie"
"ap 04:50"|4:50|"A Pocket Full of Rye
4:50 From Paddington
The Mirror Crack’d"|"Murder on the Orient Express"|"Agatha Christie"
"ap 04:50"|4:50|"A Pocket Full of Rye
4:50 from Paddington
The Mirror Crack’d"|"Murder on the Orient Express"|"Agatha Christie"
