"ap ~ 09:00"|"About nine o'clock"|"'I don't know – not for certain, that is. It was about an hour ago.' He made an effort to collect his wits, and added: 'About nine o'clock. I was clearing the table in the dining room, so it couldn't have been much later.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:58"|9.58|"'I'm not being absurd,  Chief. If  you  could  chuck  Mrs North's evidence overboard, all well and good. But, setting aside the fact that she's got no reason to tell lies now she knows that precious husband of hers isn't implicated in the crime,  we  have  the  post man's  word  for it that a  woman dressed like her came out of Greystones at just after 10.00 p.m.  on  the  17th.  So  that fixes her. If  it  weren't  for  his having  compared  his  watch  with  the  clock  in  the  late Ernest's  study,  I'd  say  old  Ichabod  was  mistaken  in  the time he saw a chap coming out of the side gate. But he's a conscientious, painstaking officer, is Ichabod, and he's not the sort to state positively that it was 10.02 if it wasn't. I  mean to say, you ought to hear him on the subject of false witnesses. Ticked me off properly, when I tried to shake his evidence a bit. But if you can make his evidence fit Mrs North's, all I can say is you're cleverer than I am. It wasn't so bad when the only fixed times we had were 10.02, when Ichabod saw the unknown, and 10.05 when he discovered the body of the late Ernest. But the moment we began to collect more fixed times the whole case got so cock-eyed there was no doing anything with it. We're now faced with four highly incompatible times, unless you assume young Neville  murdered  his  uncle,  and  Carpenter  saw  it,  and bolted for his life. We've got 9.58, or thereabouts, when Ernest saw Mrs North's man off; 10.01, when Mrs North left; 10.02 when Ichabod's man left by the side gate; and 10.05  when  Ernest  was  found  dead.  Well,  it  just  doesn't add up, and that's all there is to it. Unless you think Neville did it, and Mrs North's covering him up?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:01"|10.01|"'I'm not being absurd,  Chief. If  you  could  chuck  Mrs North's evidence overboard, all well and good. But, setting aside the fact that she's got no reason to tell lies now she knows that precious husband of hers isn't implicated in the crime,  we  have  the  post man's  word  for it that a  woman dressed like her came out of Greystones at just after 10.00 p.m.  on  the  17th.  So  that fixes her. If  it  weren't  for  his having  compared  his  watch  with  the  clock  in  the  late Ernest's  study,  I'd  say  old  Ichabod  was  mistaken  in  the time he saw a chap coming out of the side gate. But he's a conscientious, painstaking officer, is Ichabod, and he's not the sort to state positively that it was 10.02 if it wasn't. I  mean to say, you ought to hear him on the subject of false witnesses. Ticked me off properly, when I tried to shake his evidence a bit. But if you can make his evidence fit Mrs North's, all I can say is you're cleverer than I am. It wasn't so bad when the only fixed times we had were 10.02, when Ichabod saw the unknown, and 10.05 when he discovered the body of the late Ernest. But the moment we began to collect more fixed times the whole case got so cock-eyed there was no doing anything with it. We're now faced with four highly incompatible times, unless you assume young Neville  murdered  his  uncle,  and  Carpenter  saw  it,  and bolted for his life. We've got 9.58, or thereabouts, when Ernest saw Mrs North's man off; 10.01, when Mrs North left; 10.02 when Ichabod's man left by the side gate; and 10.05  when  Ernest  was  found  dead.  Well,  it  just  doesn't add up, and that's all there is to it. Unless you think Neville did it, and Mrs North's covering him up?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:30"|9.30|"Hannasyde ran his eye down the notes. 'Yes, I thought so.  Landlady stated Carpenter was alive at 9.30. Dora Jenkins said that the man in evening dress passed by on the other side of the road just before the policeman appeared, coming from the other direction.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap ~ 09:40"|"about 9.40"|"'She was, but surely – yes, I thought so. Brown put the time he saw the policeman at about 9.40, and stated that as far as he could remember the man in evening dress passed a  minute or  two later.  That  seems to  tally  more or less with the girl's story. Did we ascertain from the Constable what time it was when he entered Barnsley Street?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:10"|9.10|"'Well,  sir,  when  I  passed  the  post  office  in  Glassmere Road the clock there said 9.10, so by my reckoning it would be just about 9.15 when I got to Barnsley Street.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap < 09:15"|"just about 9.15"|"'Well,  sir,  when  I  passed  the  post  office  in  Glassmere Road the clock there said 9.10, so by my reckoning it would be just about 9.15 when I got to Barnsley Street.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:10"|9.10|"'Well,  sir,  when  I  passed  the  post  office  in  Glassmere Road the clock there said 9.10, so by my reckoning it would be just about 9.15 when I got to Barnsley Street.'
'What?' Hannasyde said. 'Did you say 9.15?'
'Yes, sir. But I wouldn't want to mislead you. It might have been a minute or so more or less.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap < 09:15"|"just about 9.15"|"'Well,  sir,  when  I  passed  the  post  office  in  Glassmere Road the clock there said 9.10, so by my reckoning it would be just about 9.15 when I got to Barnsley Street.'
'What?' Hannasyde said. 'Did you say 9.15?'
'Yes, sir. But I wouldn't want to mislead you. It might have been a minute or so more or less.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:15"|9.15|"'Well,  sir,  when  I  passed  the  post  office  in  Glassmere Road the clock there said 9.10, so by my reckoning it would be just about 9.15 when I got to Barnsley Street.'
'What?' Hannasyde said. 'Did you say 9.15?'
'Yes, sir. But I wouldn't want to mislead you. It might have been a minute or so more or less.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap > 09:30"|"after 9.30"|"'Yes, sir. But I wouldn't want to mislead you. It might have been a minute or so more or less.'
'Are you quite certain that it wasn't after 9.30?'
'Yes, sir. Quite. It wouldn't take me all that time to get to Barnsley Street from the post office. There's another thing,  too, sir. Brown – the man with the coffee-stall – hadn't taken up his pitch when I passed.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:30"|9.30|"'But Brown stated when questioned that he had seen you shortly after he arrived at 9.30!'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:15"|9.15|"'You needn't tell me, Super! I gathered it all right. Mather passed up the street at 9.15, and Brown never saw him at all. Well, well, well! Now we do look like getting somewhere, don't we? What you might call open ing up a new avenue. Who is Mr Brown, and what has he got to do with the case? Come to think of it, he did answer me remarkably pat. But what he's playing at – unless he killed Carpenter – I don't see.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:40"|9.40|"'Don't try and get funny with me, my lad!' the Sergeant warned him. 'What were you doing at 9.40?'"|"A Blunt Instrument"|"Georgette Heyer"
12:00|noonday|"'A fat lot of withering they'll do if I don't fret over them!' said the Sergeant crossly.
' Thou shalt grope at noonday as the blind gropeth in the darkness.'
'I wish you'd shut up!' snapped the Sergeant, exasper ated by the truth of this observation."|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Is it not plain to you? Upon the night that I killed him! When  I  told  you  that  at  10.02  I  saw  the figure of  a man coming  from  the  side  gate  at  Greystones  I  lied.'  His  lip curled scornfully; he said: ' The simple believeth every word: but the prudent man looketh well to his going.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Not  at  10.02,  but  some  minutes  earlier  did  I  see Carpenter. At the corner of Maple Grove did I encounter him, face to face.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:07"|"seven minutes past ten"|"'When  I  looked  at  the  clock, the  hands  stood  at  seven minutes past ten. I thought what I should do, and it seemed to me that I saw my path clear before me. I picked up the telephone that stood upon the desk, and reported the death to my sergeant. But that which is crooked cannot be made straight. I was a false witness that speaketh lies, and through my testimony came dark ness and perplexity, and the innocent was brought into tribulation. Yea, though they are enclosed in their own fat, though they are sinners in the sight of the Lord, every one, it was not just that they should suffer for my deed. I was troubled, and sore-broken, and my heart misgave me. Yet it seemed to me that all might remain hidden, for you who sought to unravel the mystery were astonished, and knew not which way to turn. But when the finger-prints were discovered to be those of Carpenter's hand, I saw that my feet had been led  into  a deep pit  from  which there  could be no escape. When it was divulged to the Sergeant where Carpenter  abode,  I was standing at  his elbow. I heard  all, even that he dwelt in a basement room, and was become a waiter in an eating-house. The Sergeant gave me  leave to go off duty, and I departed, wrestling with my own soul.  I hearkened to the voice of the tempter, but a man shall not be established by wickedness. Carpenter was evil, but though he deserved to die, it was not for that reason that I killed him.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 11:30"|"HALF-PAST ELEVEN"|"***
BY HALF-PAST ELEVEN THE POLICE, WITH THE EXCEPTION of
one constable, left behind to keep a watch over the house, had departed from Greystones. Miss Fletcher, gently interro gated by the Sergeant, had been unable to assist the course of justice. The news of the finding of the imprints of a woman's shoes  did  not seem either  to shock  or  to surprise her. 'He was such an attractive man,' she confided to the Sergeant. 'Of course, I don't mean – but one has to remember that Men are not like Us, doesn't one?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:30"|"half-past  nine"|"'At  half-past  nine,  when  I  knew  you'd had time to get absorbed in your silly book,' retorted Helen, with a flash of spirit. 'And I knew that Ernie was in his study, because when I turned up into Maple Grove from the Arden Road, I saw a man come out of the Greystones side gate, and walk off towards Vale Avenue.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:45"|"quarter to ten"|"'I  don't  have to  think: I know,'  said  Helen. 'Ernie said something about my being found with him at a com promising hour, and  I looked  at the clock, and said if he  thought a quarter to ten a compromising hour he must be actually a Victorian, though I'd thought him merely Edwardian.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap > 10:00"|"just  after  ten o'clock"|"' There's a time and a place for everything,' replied the Sergeant, 'and this isn't the place nor the time for the Holy  Writ.  You  attend  to  me,  now!  When  you  saw  that  chap sneaking  out  of  this  gate  last  night,  it  was  just  after  ten o'clock, wasn't it?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap ~ 09:35"|"about five-and-twenty to ten"|"'It must have been at about five-and-twenty to ten. I know I left this house at half-past nine.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:30"|"half-past nine"|"'It must have been at about five-and-twenty to ten. I know I left this house at half-past nine.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:45"|"quarter to ten"|"'Do you know what the time was then?'
'Yes, it was a quarter to ten.'
'A quarter to ten?' he repeated, raising his head from his notebook."|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:45"|"quarter to ten"|"'Yes, it was a quarter to ten.'
'A quarter to ten?' he repeated, raising his head from his notebook.
'Yes.  There  was  a  clock  on  the  mantelpiece,  and  I happened to notice the time.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:45"|9.45|"He made a note in his book. 'I see. So you left the study at 9.45. Did you return home by the way you had come?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:45"|"quarter to ten"|"'Oh, early, quite early! I left his study at a quarter to ten. John, I know it sounds strange, but I went to see him on a perfectly trivial matter. I – I wanted to know if he'd go with me to the Dimberleys' affair next week, that's all.'"|"A Blunt Instrument"|"Georgette Heyer"
22:05|"10.05 p.m."|"He  paid  no  heed  to  this,  but  picked  up  the  newspaper and studied the front page. 'I see that Fletcher's body was discovered at 10.05 p.m.,' he remarked. He looked steadily across at his wife. 'And you know nothing?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:00"|ten|"'I don't know. You remember I told you that I thought the man I saw closed the window? Well, that was true. I only heard  a confused  murmur  of  voices.  I  don't  think  he was in the room for more than six or seven minutes. It seemed longer to me, but it can't have been, because the clock in the hall began to strike ten when I finally left the house. But I haven't got to that yet. While I was still waiting, and not"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"Evidence  of  PC  Glass:  At  10.02,  man  seen  coming  out  of garden-gate. Evidence of Helen North: At 9.58, approxi mately, unknown man escorted to garden-gate by Fletcher."|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:58"|9.58|"Evidence  of  PC  Glass:  At  10.02,  man  seen  coming  out  of garden-gate. Evidence of Helen North: At 9.58, approxi mately, unknown man escorted to garden-gate by Fletcher."|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|"two minutes after ten"|"Hannasyde gave a grunt, but said as Glass turned towards the door: 'Just a moment. Are you certain that the time when you saw a man come out of the garden-gate was two minutes after ten?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap - 09:57"|"two or three minutes before ten"|"'It could not, for instance, have been two or three minutes before ten?'"|"A Blunt Instrument"|"Georgette Heyer"
22:05|"10.05  p.m."|"'No, sir. The time, by my watch and the clock in the room, was  10.05  p.m.  when I  entered  the study.  There fore  I  am doubly certain, for to reach that room from the point where I was standing was a matter of three minutes, not of seven.'"|"A Blunt Instrument"|"Georgette Heyer"
"~ 21:35"|"about 9.35 p.m."|"'Not  so  as  you'd  notice,'  responded  the  Sergeant. 'According to him, he left the house by way of the garden gate at about 9.35 p.m.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:35"|9.35|"'Yes, but go on with your report. If Budd left at 9.35 he can't have seen anything, I suppose. What did he come to Scotland Yard for?'"|"A Blunt Instrument"|"Georgette Heyer"
21:00|"nine o'clock at night"|"'I'd gathered that he was a broker. There are one or two copies  of  letters  to  him  amongst  Fletcher's  papers,  and a  few of his  replies.  I  haven't  had  time  yet  to  go  through them carefully. What took him down to see Fletcher at nine o'clock at night?'"|"A Blunt Instrument"|"Georgette Heyer"
21:35|"9.35 p.m."|"discrepancy is in the time. At 9.35 p.m. Budd left Greystones by the garden-gate. I think we can take that as being true. Mrs North was walking up Maple Grove at that time, and states that she saw a fat man come out of Greystones.'"|"A Blunt Instrument"|"Georgette Heyer"
21:35|"9.35  p.m."|"The Sergeant jotted it down on a piece of paper. ' That checks  up  with  his  own  story:  9.35  p.m. Budd leaves;  the North dame arrives.'"|"A Blunt Instrument"|"Georgette Heyer"
21:35|"9.35  p.m."|"The Sergeant jotted it down on a piece of paper. ' That checks  up  with  his  own  story:  9.35  p.m. Budd leaves;  the North dame arrives.'
'Next we have Mrs North leaving the study at 9.45.'
'Short visit,' commented the Sergeant."|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:45"|9.45|"The Sergeant jotted it down on a piece of paper. ' That checks  up  with  his  own  story:  9.35  p.m. Budd leaves;  the North dame arrives.'
'Next we have Mrs North leaving the study at 9.45.'
'Short visit,' commented the Sergeant."|"A Blunt Instrument"|"Georgette Heyer"
"ap 09:45"|9.45|"'She  and  Fletcher  had  a row. She  admitted  to  that the second time I saw her. Also at 9.45 we have the unknown man entering the garden by the side gate.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap ~ 09:58"|"about 9.58"|"'Yes. X entered  the  study, we suppose,  a  minute later. That  isn't  important.  Now,  according  to  her  first  story, Mrs North then left by way of the garden-gate. According to  her  second  version,  she  remained  where  she  was,  until about 9.58, when X, accompanied by Fletcher, came out of the study, and walked down the path to the gate. She then slipped back into the study to search for her IOUs, heard Fletcher returning, and escaped through the door into the hall. She was in the hall as the clock began to strike 10.00. At 10.02, Glass, on his beat, saw a man corresponding to Mrs North's description of X coming out of the garden-gate, and making off towards the Arden Road. He entered the garden and reached the study at 10.05 p.m., to find Fletcher dead, and no sign of his murderer to be seen. What do you make of it?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:00"|10.00|"'Yes. X entered  the  study, we suppose,  a  minute later. That  isn't  important.  Now,  according  to  her  first  story, Mrs North then left by way of the garden-gate. According to  her  second  version,  she  remained  where  she  was,  until about 9.58, when X, accompanied by Fletcher, came out of the study, and walked down the path to the gate. She then slipped back into the study to search for her IOUs, heard Fletcher returning, and escaped through the door into the hall. She was in the hall as the clock began to strike 10.00. At 10.02, Glass, on his beat, saw a man corresponding to Mrs North's description of X coming out of the garden-gate, and making off towards the Arden Road. He entered the garden and reached the study at 10.05 p.m., to find Fletcher dead, and no sign of his murderer to be seen. What do you make of it?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Yes. X entered  the  study, we suppose,  a  minute later. That  isn't  important.  Now,  according  to  her  first  story, Mrs North then left by way of the garden-gate. According to  her  second  version,  she  remained  where  she  was,  until about 9.58, when X, accompanied by Fletcher, came out of the study, and walked down the path to the gate. She then slipped back into the study to search for her IOUs, heard Fletcher returning, and escaped through the door into the hall. She was in the hall as the clock began to strike 10.00. At 10.02, Glass, on his beat, saw a man corresponding to Mrs North's description of X coming out of the garden-gate, and making off towards the Arden Road. He entered the garden and reached the study at 10.05 p.m., to find Fletcher dead, and no sign of his murderer to be seen. What do you make of it?'"|"A Blunt Instrument"|"Georgette Heyer"
22:05|"10.05 p.m."|"'Yes. X entered  the  study, we suppose,  a  minute later. That  isn't  important.  Now,  according  to  her  first  story, Mrs North then left by way of the garden-gate. According to  her  second  version,  she  remained  where  she  was,  until about 9.58, when X, accompanied by Fletcher, came out of the study, and walked down the path to the gate. She then slipped back into the study to search for her IOUs, heard Fletcher returning, and escaped through the door into the hall. She was in the hall as the clock began to strike 10.00. At 10.02, Glass, on his beat, saw a man corresponding to Mrs North's description of X coming out of the garden-gate, and making off towards the Arden Road. He entered the garden and reached the study at 10.05 p.m., to find Fletcher dead, and no sign of his murderer to be seen. What do you make of it?'"|"A Blunt Instrument"|"Georgette Heyer"
22:05|"10.05 p.m."|"'I don't,' said the Sergeant flatly. 'It's looked like a mess to me from the start. What I do say is that all this stuff of Mrs North's isn't to be trusted. In fact, there's only one thing we've got to hold on to, which is that at 10.05 p.m. Glass found the late Ernest with his head bashed in. That at least is certain, and what's more it makes Mrs North's evidence look a bit cock-eyed. Glass saw X leaving the premises at 10.02, which means that if he was the murderer he must have done Ernest in between 10.00 and 10.01, allowing him a minute to get out of the study and down the path to the gate.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'I don't,' said the Sergeant flatly. 'It's looked like a mess to me from the start. What I do say is that all this stuff of Mrs North's isn't to be trusted. In fact, there's only one thing we've got to hold on to, which is that at 10.05 p.m. Glass found the late Ernest with his head bashed in. That at least is certain, and what's more it makes Mrs North's evidence look a bit cock-eyed. Glass saw X leaving the premises at 10.02, which means that if he was the murderer he must have done Ernest in between 10.00 and 10.01, allowing him a minute to get out of the study and down the path to the gate.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:00"|10.00|"'I don't,' said the Sergeant flatly. 'It's looked like a mess to me from the start. What I do say is that all this stuff of Mrs North's isn't to be trusted. In fact, there's only one thing we've got to hold on to, which is that at 10.05 p.m. Glass found the late Ernest with his head bashed in. That at least is certain, and what's more it makes Mrs North's evidence look a bit cock-eyed. Glass saw X leaving the premises at 10.02, which means that if he was the murderer he must have done Ernest in between 10.00 and 10.01, allowing him a minute to get out of the study and down the path to the gate.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:01"|10.01|"'I don't,' said the Sergeant flatly. 'It's looked like a mess to me from the start. What I do say is that all this stuff of Mrs North's isn't to be trusted. In fact, there's only one thing we've got to hold on to, which is that at 10.05 p.m. Glass found the late Ernest with his head bashed in. That at least is certain, and what's more it makes Mrs North's evidence look a bit cock-eyed. Glass saw X leaving the premises at 10.02, which means that if he was the murderer he must have done Ernest in between 10.00 and 10.01, allowing him a minute to get out of the study and down the path to the gate.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:00"|10.00|"'Well, it doesn't fit – not if you're accepting Mrs North's evidence. According to her, it was just on 10.00 when she heard  Ernest  coming  back  to  the  study.  You  think  of  it, Chief: Ernest has got to have time to get into his chair behind the desk again, and start to write the letter that was found under  his head. It was  obvious he was taken by  surprise, which means that X didn't come stampeding  up the  path directly behind him. He waited till Ernest was in the house: it stands to reason he must have. Once Ernest has settled down he gets to work – enters, strikes Ernest with some kind of a blunt instrument, not once, mark you! but two or three times – and then makes off. Well, if you can cram all that into  two  minutes  you're  cleverer than  I  am,  Super, that's all. Take it this way: if Ernest saw him off the premises, he pretended to walk away, didn't he?'"|"A Blunt Instrument"|"Georgette Heyer"
22:00|"10.00 p.m."|"'I'm dead sure of it. While Ernest is strolling back to the house, he comes back cautiously to the gate. If he'd made  up his mind, as he must have, to kill Ernest, he didn't open that  gate  till  Ernest  had  reached  the  house  again,  which was at 10.00 p.m. He wouldn't have run the risk of Ernest hearing him. No point in it. Does he stride up the path bold as brass, thus advertising his presence? Of course he doesn't! He creeps up, and if it takes a minute to reach the study from that  gate,  walking  ordi narily,  as  we  know  it does, it's my belief it took X a sight longer to do it in the dark, treading warily. By the time he's in the study again it must be a couple of minutes after 10.00, at which time, mark you, Glass saw him coming out of the garden-gate.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap > 10:00"|"after 10.00"|"'I'm dead sure of it. While Ernest is strolling back to the house, he comes back cautiously to the gate. If he'd made  up his mind, as he must have, to kill Ernest, he didn't open that  gate  till  Ernest  had  reached  the  house  again,  which was at 10.00 p.m. He wouldn't have run the risk of Ernest hearing him. No point in it. Does he stride up the path bold as brass, thus advertising his presence? Of course he doesn't! He creeps up, and if it takes a minute to reach the study from that  gate,  walking  ordi narily,  as  we  know  it does, it's my belief it took X a sight longer to do it in the dark, treading warily. By the time he's in the study again it must be a couple of minutes after 10.00, at which time, mark you, Glass saw him coming out of the garden-gate.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap ~ 09:45"|"about 9.45"|"'If  we're  considering  Neville  Fletcher  as  the  possible murderer,  it looks as  though we  should  have  to.  But  that brings  us  up  against  two difficult  fences.  The  first  is  that her finger-prints were on the panel of the door, and I don't quite see how they came there if she didn't leave the room by that way. The second is that if her original story was true we know that a man entered the study at about 9.45, and left the premises again at 10.02 – for it seems a trifle far-fetched to suppose that more than one man visited Fletcher during those seventeen minutes. That being so, when did Neville find  time  to  murder  his  uncle?  In  between  Glass's  seeing X  depart  and  himself  entering  the  study?  Stretching  the bounds of probability rather far, isn't it?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'If  we're  considering  Neville  Fletcher  as  the  possible murderer,  it looks as  though we  should  have  to.  But  that brings  us  up  against  two difficult  fences.  The  first  is  that her finger-prints were on the panel of the door, and I don't quite see how they came there if she didn't leave the room by that way. The second is that if her original story was true we know that a man entered the study at about 9.45, and left the premises again at 10.02 – for it seems a trifle far-fetched to suppose that more than one man visited Fletcher during those seventeen minutes. That being so, when did Neville find  time  to  murder  his  uncle?  In  between  Glass's  seeing X  depart  and  himself  entering  the  study?  Stretching  the bounds of probability rather far, isn't it?'"|"A Blunt Instrument"|"Georgette Heyer"
09:00|"9.00 this morning"|"'You'll have a busy morning,' prophesied the Sergeant. 'Growing, isn't it? We started off with one man, and we've now got one lady, one jealous husband, one outside broker, one  dead  cabaret-girl,  one  criminal  and  one  suspicious looking nephew implicated in  it. And  we've only  been  at work on it since 9.00 this morning. If it goes on at this rate, we shan't be able to move for suspects in a couple of days' time.  You  know,  I  often  wonder  what  made  me  join  the Force.' He began to put his papers together. 'If it weren't for the fact that murder doesn't seem to fit in with what we know of Charlie Carpenter, my money would be on him. Do you suppose he's been hunting the late Ernest down ever since he came out of gaol?'"|"A Blunt Instrument"|"Georgette Heyer"
"ap > 09:00"|"shortly after nine o'clock"|"Yard,  and  when  at  last  he  went  home  he  had  learnt enough from his perusal of Ernest Fletcher's papers to make him visit the offices of Mr Abraham Budd shortly after nine o'clock the following morning."|"A Blunt Instrument"|"Georgette Heyer"
15:00|"three in the afternoon"|"'Yes, but he also advised me to commune with my own heart upon my bed, and be still, which I maintain was unrea sonable at three in the afternoon.'"|"A Blunt Instrument"|"Georgette Heyer"
00:00|midnight|"' Then  why  did  he  think  it  necessary  to  visit  you  at midnight to tell you what you would certainly know a few hours later?'"|"A Blunt Instrument"|"Georgette Heyer"
22:00|"10 p.m."|"'Well, the  fact of  that  hall  clock's  being  a  minute  slow throws a spanner in the works,' said the Sergeant. 'In the second act of her highly talented performance, Mrs North stated that that clock struck the hour, which was 10 p.m., while she was in the hall, on her way to the front door. You saw Carpenter making his getaway at 10.02. That gave him a couple of minutes in which to have killed the late Ernie, disposed of the weapon, and reached the gate. It's my opinion it couldn't have been done, but at least there was an outside chance. Now I discover that when Mrs North left the study it wasn't 10.00, but 10.01, and that's properly upset things. It begins to look as though Carpenter wasn't in on the murder at all, but simply went down to try his luck at putting the black on the late Ernie, and was shown off the premises as described  by Mrs  North.  In  fact,  it wouldn't surprise me if Carpenter turns out to be one of those highly irrelevant things that seem to crop up just to make life harder. The real murderer must have been hiding in the garden, waiting for  his opportunity,  and  while  you  were  taking  notice  of Carpenter, and deciding to go and investigate, he was doing the job.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:02"|10.02|"'Well, the  fact of  that  hall  clock's  being  a  minute  slow throws a spanner in the works,' said the Sergeant. 'In the second act of her highly talented performance, Mrs North stated that that clock struck the hour, which was 10 p.m., while she was in the hall, on her way to the front door. You saw Carpenter making his getaway at 10.02. That gave him a couple of minutes in which to have killed the late Ernie, disposed of the weapon, and reached the gate. It's my opinion it couldn't have been done, but at least there was an outside chance. Now I discover that when Mrs North left the study it wasn't 10.00, but 10.01, and that's properly upset things. It begins to look as though Carpenter wasn't in on the murder at all, but simply went down to try his luck at putting the black on the late Ernie, and was shown off the premises as described  by Mrs  North.  In  fact,  it wouldn't surprise me if Carpenter turns out to be one of those highly irrelevant things that seem to crop up just to make life harder. The real murderer must have been hiding in the garden, waiting for  his opportunity,  and  while  you  were  taking  notice  of Carpenter, and deciding to go and investigate, he was doing the job.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:00"|10.00|"'Well, the  fact of  that  hall  clock's  being  a  minute  slow throws a spanner in the works,' said the Sergeant. 'In the second act of her highly talented performance, Mrs North stated that that clock struck the hour, which was 10 p.m., while she was in the hall, on her way to the front door. You saw Carpenter making his getaway at 10.02. That gave him a couple of minutes in which to have killed the late Ernie, disposed of the weapon, and reached the gate. It's my opinion it couldn't have been done, but at least there was an outside chance. Now I discover that when Mrs North left the study it wasn't 10.00, but 10.01, and that's properly upset things. It begins to look as though Carpenter wasn't in on the murder at all, but simply went down to try his luck at putting the black on the late Ernie, and was shown off the premises as described  by Mrs  North.  In  fact,  it wouldn't surprise me if Carpenter turns out to be one of those highly irrelevant things that seem to crop up just to make life harder. The real murderer must have been hiding in the garden, waiting for  his opportunity,  and  while  you  were  taking  notice  of Carpenter, and deciding to go and investigate, he was doing the job.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:01"|10.01|"'Well, the  fact of  that  hall  clock's  being  a  minute  slow throws a spanner in the works,' said the Sergeant. 'In the second act of her highly talented performance, Mrs North stated that that clock struck the hour, which was 10 p.m., while she was in the hall, on her way to the front door. You saw Carpenter making his getaway at 10.02. That gave him a couple of minutes in which to have killed the late Ernie, disposed of the weapon, and reached the gate. It's my opinion it couldn't have been done, but at least there was an outside chance. Now I discover that when Mrs North left the study it wasn't 10.00, but 10.01, and that's properly upset things. It begins to look as though Carpenter wasn't in on the murder at all, but simply went down to try his luck at putting the black on the late Ernie, and was shown off the premises as described  by Mrs  North.  In  fact,  it wouldn't surprise me if Carpenter turns out to be one of those highly irrelevant things that seem to crop up just to make life harder. The real murderer must have been hiding in the garden, waiting for  his opportunity,  and  while  you  were  taking  notice  of Carpenter, and deciding to go and investigate, he was doing the job.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap 10:05"|10.05|"They had reached the police station by this time. Glass paused on the steps, and said slowly: 'It does not seem to me that it can have happened like that. I do not say it was impossible,  but you  would  have  me  believe that between 10.01, when Mrs North left the house, and 10.05, when I discovered  the  body,  a  man had time  to come  forth  from his hiding-place, enter the study, slay Ernest Fletcher, and return  to his hiding-place. It  is  true  that  I  myself  did  not enter the study until 10.05, but as I came up the path must I not have seen a man escaping thence?'"|"A Blunt Instrument"|"Georgette Heyer"
"> 20:30"|"shortly after 8.30 p.m."|"'North, unless I'm much mistaken, is playing a deep game. He told me that after dinner at his club he returned to his flat, and went early to bed. What actually happened was that he returned to his flat shortly after 8.30 p.m., and went out again just before 9.00. He came back finally at 11.45.'"|"A Blunt Instrument"|"Georgette Heyer"
"ap < 09:00"|"just before 9"|"'North, unless I'm much mistaken, is playing a deep game. He told me that after dinner at his club he returned to his flat, and went early to bed. What actually happened was that he returned to his flat shortly after 8.30 p.m., and went out again just before 9.00. He came back finally at 11.45.'"|"A Blunt Instrument"|"Georgette Heyer"
